out:Span,out:Height,out:Material frame,out:Material interm ,out:Width,out:Height column-base,out:Height column-corner,out:Height beam-corner,out:Height beam-apex,out:SI column-base,out:SI corner,out:SI beam-apex,out:SI interm -base,out:Material bracing,out:Area bracing,out:Height interm ,out:Spacing interm ,out:Pitch,out:No  interm ,out:Corner deflection,out:Max deflection,img,in:CurrentObject
38.40461,5.836087,11.416919,13.626789,214.315791,1382.440436,1219.792566,1738.046258,1586.156789,0.106001,6.877247,28.717398,2.25099,210,1013.888587,516.840221,6.507131,21.19824,0,19.020631,23.397616,CurrentObject979_GH_Print.png,979
51.962631,4.178911,13.167424,10.139512,155.096886,487.991019,1684.053612,1841.986337,1842.22251,2.413373,0.001141,7.593274,35.672024,11.592513,23549.57709,402.937061,4.379513,17.588392,4,1.387094,1.627224,CurrentObject980_GH_Print.png,980
54.943361,6.972631,11.481431,12.837707,147.833509,1370.487358,1589.536271,1100.225854,883.559996,0.085145,16.706255,13.17133,0.009614,8.471587,17465.34912,418.789916,10.201715,24.655252,1,5.178214,16.377351,CurrentObject981_GH_Print.png,981
25.113609,6.399107,10.632141,13.630009,178.567699,946.674144,1177.218065,1390.122555,977.599565,14.782972,0.030173,12.957549,3.572808,11.386432,16299.32541,475.689592,2.095991,22.167375,0,15.30186,17.867351,CurrentObject982_GH_Print.png,982
46.830248,6.762178,11.988285,9.794832,211.099327,1217.058651,1474.225518,700.842012,956.263946,22.587493,0.078623,6.132897,9.080487,210,302.730434,403.407489,4.72998,8.496753,3,2.991181,3.039024,CurrentObject983_GH_Print.png,983
7.37544,5.294771,10.653187,10.15745,207.857594,1479.888564,1584.717329,652.804885,1295.79467,9.0035,1.732713,24.451931,3.600268,10.989425,23152.67277,581.143971,0.856727,2.680421,2,0.693037,0.693037,CurrentObject984_GH_Print.png,984
25.106844,6.117845,11.542498,9.101616,137.574951,853.746843,1504.177012,1784.955134,1322.782393,13.123229,15.355027,7.320516,0.02851,12.091505,8554.706897,405.002852,2.386402,1.041456,0,2.500678,2.782,CurrentObject985_GH_Print.png,985
41.99368,5.803829,11.514451,9.911336,185.644788,1506.12154,666.109996,1578.183738,1095.192192,19.185572,0.615958,1.177412,10.500446,210,1756.477577,312.864944,8.014802,13.547766,1,1.582173,2.027879,CurrentObject986_GH_Print.png,986
49.770356,5.582469,13.460498,11.337139,134.30326,1165.859009,1791.864383,1748.92757,1650.166263,0.178534,0.28542,27.666411,0.837481,210,732.562388,342.449355,6.841059,7.817134,2,1.722168,1.748714,CurrentObject987_GH_Print.png,987
49.160077,5.814921,12.511513,13.94999,130.582694,1154.904541,1248.670656,1530.745957,1301.012144,36.782726,0.024137,7.071263,2.353943,9.799144,20049.90511,354.599324,4.979576,6.941479,2,1.143462,1.384568,CurrentObject988_GH_Print.png,988
56.36281,5.706606,11.686788,12.708964,157.749437,1270.460697,799.266126,745.283234,1679.040865,5.102165,20.905088,0.13976,8.431882,210,1026.571485,401.887796,4.727112,15.338426,4,3.199536,3.359443,CurrentObject989_GH_Print.png,989
50.921498,5.023753,11.822377,11.508259,147.026501,957.161118,1621.43499,1477.568959,846.185391,15.621301,16.885359,13.365571,0.944688,210,135.395247,385.236875,12.010515,8.818946,1,3.090207,3.409351,CurrentObject990_GH_Print.png,990
52.919484,4.901965,11.590735,11.98757,210.731284,1181.060583,1704.404407,398.172885,1412.006363,5.274334,0.000611,0.572571,0.098192,9.805276,17244.83567,520.329395,4.911967,21.66159,3,2.193911,3.44304,CurrentObject991_GH_Print.png,991
42.103645,6.811031,11.756071,8.596722,148.79492,1664.357924,1409.167715,1829.557331,705.254252,2.564864,25.66875,31.763717,0.103214,10.053446,24977.00344,434.218127,7.674486,24.630004,1,2.235382,5.678281,CurrentObject992_GH_Print.png,992
35.26658,4.562877,12.907714,10.90123,202.496857,457.597084,1248.621507,770.718496,720.085041,37.652624,1.291712,18.417279,15.992768,210,1488.235889,566.582482,8.642115,18.330359,0,26.857482,41.04391,CurrentObject993_GH_Print.png,993
37.750392,6.839286,12.671479,8.721978,193.832888,1788.06154,737.717742,803.016165,836.98099,5.325883,0.243748,0.283265,2.395296,11.46434,9806.566713,515.015998,8.434607,12.765388,0,9.796642,16.696962,CurrentObject994_GH_Print.png,994
59.537723,5.979606,12.460197,12.902956,183.098677,1446.726692,1267.148028,764.276723,369.640051,8.989187,34.597681,18.718717,0.000287,13.49394,26601.67926,276.824648,9.904747,7.105591,2,0.837733,1.861139,CurrentObject995_GH_Print.png,995
59.87788,6.315367,10.746147,10.205498,211.70209,1231.337201,1684.463113,1670.163002,847.757494,36.365424,0.687965,7.836488,0.822198,13.663722,10223.00148,533.511024,5.001983,21.86325,4,3.65775,4.630842,CurrentObject996_GH_Print.png,996
40.503325,5.400996,10.474092,8.764646,191.974865,919.624193,766.581792,1625.488816,915.523856,4.18626,1.670365,0.646559,6.794528,12.097949,17194.78169,399.922396,6.00276,2.022349,2,0.604317,0.883,CurrentObject997_GH_Print.png,997
40.293491,6.959148,12.915329,8.571872,168.495836,1185.600226,370.19213,1834.329061,776.865345,11.743423,0.000046,33.553585,8.545996,12.580405,12945.25247,447.126731,4.236417,8.787257,2,2.342767,2.757,CurrentObject998_GH_Print.png,998
50.798266,6.465047,13.110985,12.689699,180.502967,591.934921,445.959612,1012.551604,807.503512,0.786523,10.127094,9.700631,5.955779,210,514.469861,477.792471,7.481794,23.504846,2,11.665104,12.182124,CurrentObject999_GH_Print.png,999
48.182222,5.58938,13.206849,10.91947,162.345649,998.849281,835.208177,1230.738895,1403.538085,2.070884,14.622766,16.31739,1.197936,9.605333,14012.87184,478.113075,11.287673,5.048763,1,1.193335,1.25,CurrentObject1000_GH_Print.png,1000
53.205978,4.614173,12.137373,11.40965,195.833388,1666.93511,1073.451589,516.594687,1286.668944,39.599389,4.047857,0.314247,28.536771,210,887.350819,479.420813,4.581973,20.151156,4,1.749315,2.150936,CurrentObject1001_GH_Print.png,1001
44.823143,5.143499,10.708495,11.605717,206.955842,1458.706414,1694.088213,1281.039951,1129.188058,13.131467,34.407967,0.000985,2.562202,10.968757,11531.85659,493.043449,3.961625,9.608749,4,0.886578,0.919671,CurrentObject1002_GH_Print.png,1002
37.186414,4.206298,13.132073,12.641558,201.748091,1505.524605,1734.66403,1691.218717,788.34801,4.36916,32.02268,0.589972,6.367215,210,678.413622,555.892027,9.102808,8.220042,0,2.145962,2.978376,CurrentObject1003_GH_Print.png,1003
32.384967,4.023659,11.118292,12.741686,146.047539,394.482124,1505.477388,915.840001,1491.111823,1.757541,6.65216,7.532987,33.126277,210,591.729586,401.65098,2.701314,0.569402,0,3.449353,3.498,CurrentObject1004_GH_Print.png,1004
22.936679,5.963034,12.425205,8.64097,209.893875,1297.680882,1709.847977,1542.138883,1518.647617,0.301135,32.903195,12.681856,14.870951,210,1585.141235,516.942602,4.819086,13.796403,0,5.894355,6.28286,CurrentObject1005_GH_Print.png,1005
43.930298,6.837147,11.054311,11.405422,133.423928,1418.563076,1077.44319,1735.389142,502.28012,7.953601,0.052605,4.710857,1.610726,210,951.297886,201.179823,3.791667,6.211328,2,2.510973,3.059097,CurrentObject1006_GH_Print.png,1006
16.37578,4.28086,13.485014,13.501347,190.145969,1823.879919,1100.301424,1406.418488,1499.241412,29.618487,29.770277,29.385185,0.034801,210,1274.707171,466.866371,3.001362,10.203248,0,0.545316,0.582949,CurrentObject1007_GH_Print.png,1007
37.917844,5.429084,13.49302,13.616559,155.967986,1191.339171,915.602186,1751.071373,1739.106462,15.513193,4.395548,38.221669,0.880874,10.451977,19134.23642,305.587722,7.079351,7.335232,0,3.584529,3.937834,CurrentObject1008_GH_Print.png,1008
50.80132,6.189346,13.29369,11.967771,211.366088,1388.562088,1664.217257,1497.979741,1016.834317,4.076909,3.032286,17.409384,19.657189,210,684.95424,502.487596,4.511003,11.297829,3,1.995678,2.185323,CurrentObject1009_GH_Print.png,1009
7.904783,4.983058,12.474436,10.723483,182.879413,1292.90304,917.611392,1700.584407,1685.689788,6.311389,17.291285,1.177173,4.323798,11.002644,14073.83112,474.647294,1.257602,2.397153,0,0.889598,0.905,CurrentObject1010_GH_Print.png,1010
32.556372,4.270842,13.080711,11.606372,132.24913,1039.387357,1588.735065,1070.095461,816.246076,26.511659,3.290847,0.71553,0.425961,9.312852,23991.06367,332.136214,2.72894,11.719666,2,1.061293,1.654563,CurrentObject1011_GH_Print.png,1011
38.4329,6.853455,11.076723,10.892558,179.3913,869.965285,378.603504,1133.330516,811.540007,0.00057,5.764426,23.925452,1.988373,210,621.2779,521.607169,8.354306,10.519294,1,3.926025,6.472,CurrentObject1012_GH_Print.png,1012
58.232626,6.20523,11.480494,11.91111,177.243331,1073.781437,1111.337637,1535.582863,1183.531382,7.081492,0.087472,2.859306,34.006614,12.119794,26537.20493,437.797861,5.234003,15.180447,4,1.965438,2.251258,CurrentObject1013_GH_Print.png,1013
26.392027,5.291746,10.674291,10.731448,205.323669,489.289797,1672.58097,1449.317783,1464.387941,0.542246,4.627419,23.760731,4.481218,8.454178,17768.15366,410.137696,2.3975,9.69745,1,2.281297,2.372214,CurrentObject1014_GH_Print.png,1014
61.551282,6.785614,12.184741,11.376238,150.508595,1271.402339,1694.940483,1815.000055,1742.194832,19.615834,0.499748,6.4555,5.257768,14.157073,18667.67588,408.248986,5.657145,14.14647,4,2.188749,2.384914,CurrentObject1015_GH_Print.png,1015
12.889734,6.729012,12.156426,8.406476,201.473725,904.543504,1188.005209,506.33303,801.316165,0.028271,0.107217,36.155098,0.459707,210,260.199951,548.164897,1.19049,3.789877,4,21.431372,21.431486,CurrentObject1016_GH_Print.png,1016
22.032392,6.822807,12.961971,11.468429,189.717954,585.204958,558.431452,1134.131964,945.317332,4.542504,4.490793,15.959747,29.562116,10.483735,10216.98246,475.862064,3.627211,0.089188,2,2.501846,3.8,CurrentObject1017_GH_Print.png,1017
37.002848,6.593363,10.943939,9.085994,208.7611,1350.911622,1529.578529,1713.758768,873.704912,1.482499,4.122533,32.936569,1.298536,210,149.133882,509.933462,3.937734,9.10121,0,9.862603,11.186286,CurrentObject1018_GH_Print.png,1018
56.684328,6.326918,10.961854,11.354688,182.93739,1455.680218,1679.3757,1840.966085,1805.143636,0.15877,0.126305,0.002792,15.231657,210,892.563678,540.332527,5.224777,15.221255,4,4.391066,4.448339,CurrentObject1019_GH_Print.png,1019
34.189982,6.303151,12.369889,11.558494,208.317947,1609.941616,1412.163154,567.661433,1776.189373,0.603818,26.57276,21.52957,8.733588,210,1459.35455,614.293069,2.851326,1.654139,0,3.904076,3.905,CurrentObject1020_GH_Print.png,1020
30.812709,5.229117,12.723438,10.888682,179.354914,374.995552,1440.982795,1647.189209,1131.462798,0.182268,4.113279,3.318207,4.261856,210,989.743547,331.952267,3.355661,5.471864,0,8.789625,9.073265,CurrentObject1021_GH_Print.png,1021
45.861054,4.781624,11.733171,10.042191,158.900881,660.659806,1790.051495,921.499881,1359.18132,22.644204,4.618753,15.768417,0.000018,12.276699,11545.49805,411.486384,8.985088,14.255917,1,2.388413,3.223577,CurrentObject1022_GH_Print.png,1022
57.098697,6.665343,12.837963,10.547721,153.021948,1515.112327,958.751894,1063.34103,1701.356537,5.27971,36.915678,5.469232,0.277653,9.32317,14647.48733,407.601215,5.22558,20.749478,4,4.306672,4.699876,CurrentObject1023_GH_Print.png,1023
56.974295,5.648456,11.599884,9.586047,197.533628,789.451391,971.429392,934.678151,1311.293757,2.100753,4.867532,7.600651,1.470456,11.694105,24155.85611,453.921559,10.233544,20.518204,1,2.076933,6.534284,CurrentObject1024_GH_Print.png,1024
33.064049,5.838607,13.225742,9.554993,177.097192,1791.129987,1167.175285,814.896768,1082.98135,33.404335,36.07532,4.646832,19.654678,13.750085,8951.062782,421.131888,3.6957,12.070606,3,1.221141,1.270228,CurrentObject1025_GH_Print.png,1025
58.086204,3.620717,13.024252,12.3421,142.902596,549.706706,908.514869,670.25673,1236.313437,14.243779,0.010736,3.051497,0.003183,210,1300.761206,401.455493,4.847732,12.564674,1,2.292821,15.07449,CurrentObject1026_GH_Print.png,1026
41.763137,5.667736,12.440903,11.591766,161.12717,576.836827,1304.505387,1742.474858,1141.992235,0.466991,4.276552,0.000032,0.171398,12.140372,12811.50967,438.000304,8.133425,21.536191,1,3.074707,4.22346,CurrentObject1027_GH_Print.png,1027
52.805321,6.373771,10.953102,9.529298,140.05107,1412.977184,1290.214474,1768.417028,1536.811459,7.249627,0.407942,31.256534,0.000189,12.749679,9410.041163,266.14704,4.487274,22.777412,3,5.071004,6.604918,CurrentObject1028_GH_Print.png,1028
23.897071,5.550137,12.214542,8.85645,210.050186,1524.301073,1395.081357,679.118966,1355.277933,1.796295,6.316521,23.371584,1.002591,13.081283,13720.9853,536.699653,3.91208,24.605984,2,1.706702,1.856869,CurrentObject1029_GH_Print.png,1029
59.590769,4.659437,10.580861,11.310195,146.210906,1299.192547,1388.312269,1576.606603,1709.895369,0.027271,30.473404,0.000038,26.559058,210,1643.286325,425.968104,14.706675,16.906842,1,3.070989,3.910553,CurrentObject1030_GH_Print.png,1030
12.121221,6.610792,10.64248,9.544908,171.39798,1586.172921,1604.344039,1551.570897,1800.871124,0.711743,0.661665,14.844289,0.315372,12.522148,16908.73946,404.910068,2.583184,0.498916,0,4.584756,4.584756,CurrentObject1031_GH_Print.png,1031
52.130653,5.419289,12.299797,11.664529,195.007596,990.119316,1151.955069,1843.45008,1451.481714,0.022401,0.000363,18.450887,6.185276,210,1213.904603,487.009609,5.347083,24.999076,3,4.614453,4.775989,CurrentObject1032_GH_Print.png,1032
14.352266,4.891048,12.077442,11.135675,146.606155,498.755051,991.498632,997.930848,1620.035975,0.032792,1.008059,0.00801,0.019641,210,1167.740635,171.858403,3.131004,8.567894,0,16.997102,17.008478,CurrentObject1033_GH_Print.png,1033
53.222388,4.169117,11.710069,11.107319,200.307476,894.464673,872.260321,1070.1803,674.543929,17.955549,23.795255,0.145456,0.015348,12.014788,12511.18551,504.938771,8.89957,20.817099,1,1.698925,12.130124,CurrentObject1034_GH_Print.png,1034
61.756653,6.897649,11.430052,12.929862,187.412093,760.357844,1166.770318,1770.120321,1134.249024,2.475736,7.197476,2.125038,0.013144,210,670.179553,373.532718,13.296274,23.92385,1,9.973298,12.81557,CurrentObject1035_GH_Print.png,1035
17.120218,6.512653,11.172936,9.63199,167.102047,1763.45219,1743.344153,1686.514741,1642.125375,3.379389,20.208549,11.575558,11.607911,210,616.728998,423.170361,2.880876,12.037279,0,2.293144,2.369667,CurrentObject1036_GH_Print.png,1036
50.927195,6.205745,11.000068,9.388451,196.301935,1334.031004,1301.82007,1553.276804,637.011042,0.550269,0.17162,3.443396,29.654047,12.052824,9683.914701,576.003983,4.2448,17.030547,4,5.463049,6.007944,CurrentObject1037_GH_Print.png,1037
21.445281,6.637113,11.269994,11.253146,203.705273,1204.681594,1815.74006,1683.667553,1357.412142,4.251238,7.617995,35.614257,12.081466,13.531079,24030.13944,517.842331,2.604811,2.174761,3,0.801043,0.837,CurrentObject1038_GH_Print.png,1038
47.438761,6.618646,11.727982,9.91648,213.089662,667.865443,1722.989298,1044.005694,1637.078502,2.803681,2.843053,0.185678,15.503247,210,1666.486157,510.691785,4.609348,17.918212,3,3.512926,3.637658,CurrentObject1039_GH_Print.png,1039
44.176546,6.338209,10.888187,11.896194,115.193406,1343.527714,955.453044,475.586718,1251.537848,0.04768,9.404936,0.01868,16.644424,210,979.83377,337.056518,3.682523,22.954849,3,10.84746,12.417658,CurrentObject1040_GH_Print.png,1040
32.6179,5.508071,11.529438,10.609989,211.819725,1528.55972,1501.810313,659.368491,1472.919456,27.081302,1.607846,2.685857,6.469206,210,561.770406,586.136891,2.846303,22.793391,3,2.139699,2.3718,CurrentObject1041_GH_Print.png,1041
18.852511,3.78175,13.467478,11.920579,208.360673,1823.004039,1428.719569,1842.890963,1757.754754,3.301385,14.531598,29.102534,39.440987,210,1464.432766,500.730553,4.038919,20.108869,0,0.664375,0.829309,CurrentObject1042_GH_Print.png,1042
61.358757,6.74739,12.717823,10.382219,145.466506,1634.401176,1445.796526,439.861106,777.402382,5.161358,11.566873,20.742349,8.632517,12.46751,13362.18843,341.608763,5.149785,23.74435,4,4.913641,8.537328,CurrentObject1043_GH_Print.png,1043
55.458026,4.89963,12.712352,10.385481,200.837488,1825.046809,1754.257081,934.66048,1838.537598,35.724058,0.004816,23.963279,0.067039,210,486.193559,596.961303,7.586293,6.25323,2,0.544861,0.586277,CurrentObject1044_GH_Print.png,1044
25.365126,4.516494,12.241666,14.101887,134.15535,1778.049008,440.947481,931.786767,422.108993,25.359101,1.252938,3.23358,0.011977,210,427.929095,254.843812,5.787403,14.0574,0,4.445209,10.558223,CurrentObject1045_GH_Print.png,1045
21.486584,5.274504,10.914013,9.495012,183.532804,792.386823,1699.297506,1304.387029,1107.70203,4.55592,5.016089,2.564724,18.063544,13.258257,11261.05541,482.27331,2.804132,4.909244,1,0.928135,0.948,CurrentObject1046_GH_Print.png,1046
46.871019,5.331954,10.675576,10.885612,201.101082,1144.119415,803.891217,834.596913,1454.459316,23.602182,15.736955,5.337605,0.273623,210,1668.868048,521.151358,5.190379,17.975914,3,1.744828,1.868922,CurrentObject1047_GH_Print.png,1047
15.874553,6.73509,12.633423,8.569782,212.503585,1828.324908,1436.977926,1242.40215,1184.855976,16.314531,22.969734,32.337023,0.660319,13.015633,13999.77199,570.896191,3.376431,2.282771,1,0.575543,0.607,CurrentObject1048_GH_Print.png,1048
39.19911,3.550728,10.886739,11.54574,182.088517,1086.394108,934.802929,843.063096,968.108655,15.057759,34.361391,10.863034,27.518235,210,1008.446073,539.37061,5.108948,8.334708,2,0.502648,0.623956,CurrentObject1049_GH_Print.png,1049
53.647989,6.349219,10.70377,12.89648,200.075223,1061.308276,512.720097,670.58436,1580.334544,5.588711,21.564291,21.218451,19.99408,8.899444,24609.58442,498.854631,7.859989,20.127629,2,2.723976,3.428058,CurrentObject1050_GH_Print.png,1050
44.845488,6.533682,11.284177,12.93707,173.703946,1100.315909,1584.743603,1090.693371,1768.887651,4.548853,18.670812,24.100125,2.023022,11.579988,8106.01902,223.863694,5.010727,18.140348,3,4.460486,4.696102,CurrentObject1051_GH_Print.png,1051
10.500477,6.070082,13.030153,13.878652,199.684972,1466.361268,1152.44652,1758.828955,443.218135,0.104768,27.081403,1.256851,0.517869,12.84036,16430.51262,571.41036,1.269136,12.109255,1,3.357061,3.400069,CurrentObject1052_GH_Print.png,1052
46.609163,5.446858,12.353475,11.417184,206.348216,1597.549141,666.979814,1838.367501,830.596938,5.191239,25.777186,29.347819,26.613351,13.658262,23087.43146,561.45931,3.889158,24.661338,4,1.716905,2.219147,CurrentObject1053_GH_Print.png,1053
23.608284,4.105665,11.141096,9.531204,190.135854,914.614385,1042.395682,884.463741,897.666445,0.000472,17.563496,21.271117,31.952905,210,865.115311,517.43518,4.04586,18.343086,0,21.909521,26.04105,CurrentObject1054_GH_Print.png,1054
24.369513,4.325346,10.883412,8.430787,205.618385,994.149325,1304.909676,1446.581212,773.621648,0.35437,0.599323,1.140696,23.410592,210,1435.120154,593.410583,3.794293,18.46507,1,1.388876,1.649569,CurrentObject1055_GH_Print.png,1055
14.344924,6.950748,10.804202,9.767458,179.51945,1497.516302,1138.420483,1556.779083,1779.568785,0.194477,37.538108,4.036333,27.806594,12.025657,13579.69525,524.522759,1.865482,1.340763,2,3.127143,3.141,CurrentObject1056_GH_Print.png,1056
50.724446,5.791847,11.370532,9.457996,196.262455,1792.117515,1284.945905,698.492223,1292.296167,0.23597,37.352854,5.429349,0.367051,10.045586,24109.36926,556.304268,10.43657,18.666831,0,47.186263,74.901546,CurrentObject1057_GH_Print.png,1057
43.212119,6.434005,11.932188,11.455511,132.960012,1227.696039,1318.032295,1303.241109,1396.903463,0.044389,3.247134,12.04849,0.36754,10.239503,17784.5546,329.978058,3.714454,17.992804,0,77.744194,92.78762,CurrentObject1058_GH_Print.png,1058
62.320918,6.249265,11.39255,11.586693,200.175982,504.19101,859.530869,526.495623,934.188883,2.78044,7.957229,0.024788,0.134939,12.212346,12906.06342,481.620512,7.672051,20.001799,3,4.9067,5.743441,CurrentObject1059_GH_Print.png,1059
27.850474,5.870539,12.900953,10.49887,203.432731,1194.434716,1346.320155,1360.867609,795.947269,4.625552,26.564744,0.685056,12.358758,210,364.380029,558.719898,5.208938,8.63647,0,4.539022,5.059403,CurrentObject1060_GH_Print.png,1060
9.167161,5.996666,12.113408,14.013655,205.848199,1300.157144,1645.25056,1838.040267,1353.047632,1.817146,10.239147,4.449219,0.234582,11.570205,13020.61292,513.827621,1.242995,3.301153,1,1.264494,1.264789,CurrentObject1061_GH_Print.png,1061
26.570459,5.760913,12.931912,12.372049,182.657661,974.035609,1678.1883,1488.666577,1809.588816,1.555249,13.104697,37.790621,0.019488,13.84032,19997.34303,422.236396,3.617118,16.209195,1,1.551685,1.700246,CurrentObject1062_GH_Print.png,1062
21.020773,6.94032,11.678478,13.16011,167.060576,1535.266696,1419.515604,1571.388358,934.720082,2.089383,33.061134,0.132183,38.535363,11.570694,13513.25112,459.896341,1.980711,4.272749,1,1.91832,1.954,CurrentObject1063_GH_Print.png,1063
54.21055,5.796406,13.112829,9.057576,203.941928,532.601837,799.888517,1770.334704,1176.015968,2.179346,5.30321,16.741302,30.817148,8.837676,16630.7219,519.452942,4.786976,23.941919,4,4.997186,5.367439,CurrentObject1064_GH_Print.png,1064
58.783562,5.768588,12.231956,9.578575,145.897877,1567.548901,1202.285981,633.251756,1730.728973,0.871491,5.039736,8.220153,0.853187,210,1553.561232,312.337768,7.85185,12.140226,2,2.218307,2.501873,CurrentObject1065_GH_Print.png,1065
43.425718,6.590487,11.180913,14.141843,178.317438,458.80534,976.763503,1071.958461,1278.0545,19.680926,2.839587,4.673635,12.759273,210,383.561548,235.431352,5.938723,14.376537,2,7.343884,7.481704,CurrentObject1066_GH_Print.png,1066
31.080634,6.48413,12.499281,13.956883,166.653091,788.079944,1426.043342,585.13209,1089.726137,32.242225,0.493679,19.279625,0.963454,12.771955,21183.90186,483.957863,2.615253,21.552909,1,3.940907,7.525844,CurrentObject1067_GH_Print.png,1067
12.010238,6.003316,13.270425,9.203791,196.84171,634.949867,706.802482,999.750367,978.910932,20.161301,0.96321,0.713156,26.765993,8.505006,22126.01942,585.36085,1.983365,9.424703,0,9.519681,9.519845,CurrentObject1068_GH_Print.png,1068
27.635374,5.508505,12.744239,12.001586,165.27829,1667.66253,1060.043921,1528.996503,846.082486,23.95265,31.422874,4.013865,2.819144,12.764021,11243.76987,164.083897,2.678296,13.350897,1,1.755342,2.226687,CurrentObject1069_GH_Print.png,1069
51.431065,4.606334,11.411805,10.144249,207.912675,1361.800139,1797.464947,607.307847,560.754463,1.711959,3.305945,27.538889,24.253139,210,499.196716,440.909006,8.444568,16.768395,2,3.243889,4.426159,CurrentObject1070_GH_Print.png,1070
24.962538,5.153664,11.556358,13.218025,136.433585,1470.07154,1744.143454,918.332755,589.367311,24.518746,37.236241,5.798988,1.318298,9.341672,8508.180133,382.817235,2.123453,17.833819,0,4.874772,8.506835,CurrentObject1071_GH_Print.png,1071
7.587111,4.31862,12.091977,8.615283,203.12931,1347.708678,605.392307,1316.276289,1481.796264,0.000047,29.85283,18.558849,0.507106,210,560.496127,605.691818,0.938013,16.731688,3,3.054221,3.065837,CurrentObject1072_GH_Print.png,1072
52.564087,6.978452,12.715957,13.369514,210.774672,1162.312096,1656.069799,1228.315708,1125.987788,31.259436,0.006518,18.294996,8.211177,9.391228,10450.80216,330.600608,4.38082,20.862302,4,5.875472,6.297987,CurrentObject1073_GH_Print.png,1073
19.507782,6.991508,10.473667,13.658494,181.498422,569.274908,1271.778339,1791.885848,1127.333211,0.005723,5.938226,35.788108,37.446329,10.541215,26260.2367,295.06542,2.262131,7.048324,0,17.494246,17.571844,CurrentObject1074_GH_Print.png,1074
8.572082,5.317436,11.240451,9.348506,211.635685,526.894191,1761.295671,1785.814493,842.194537,2.010688,5.955098,2.696543,0.007535,210,977.584145,477.77648,1.958301,0.803115,0,2.334574,2.334574,CurrentObject1075_GH_Print.png,1075
18.960198,5.037104,12.75596,13.168103,189.095798,429.279124,395.865848,1649.374131,1231.878139,15.586047,17.212062,6.184487,4.389332,13.646776,21977.35184,534.388645,2.820181,6.247206,2,0.718648,1.72,CurrentObject1076_GH_Print.png,1076
47.502296,5.406427,12.515348,13.859973,138.632008,941.588594,893.038763,881.909782,1080.211601,1.334453,22.515755,32.156915,2.713903,210,1645.6667,297.90989,7.280735,17.751972,0,60.968265,91.215703,CurrentObject1077_GH_Print.png,1077
8.640671,6.25733,10.525611,8.56224,180.020931,1536.274803,1069.302229,571.898679,1707.977718,6.51582,31.578809,12.147983,0.014914,8.43631,10157.05275,486.856875,1.677566,9.380185,1,1.921353,1.928499,CurrentObject1078_GH_Print.png,1078
38.609169,5.195473,12.858218,9.684161,192.726341,878.052085,932.044741,369.955859,1286.093523,5.47721,0.234518,0.115788,0.749482,210,1184.443771,405.414203,8.389626,24.825103,0,20.237242,54.967211,CurrentObject1079_GH_Print.png,1079
18.577465,4.778535,12.711729,8.459981,210.94901,1528.341802,1330.779113,1425.008942,1824.226483,3.816948,4.038063,0.026975,0.00042,8.891828,24915.00737,603.252406,4.492226,1.691356,0,0.561489,0.612,CurrentObject1080_GH_Print.png,1080
18.215185,6.518705,12.748676,9.856487,174.142172,1381.249354,530.703639,1726.119995,1644.69,26.344689,1.460582,30.452579,24.841937,12.881954,23155.61078,391.213237,3.013831,9.481552,0,4.209282,4.223452,CurrentObject1081_GH_Print.png,1081
32.888584,6.085126,13.30748,11.421984,166.543206,603.37984,1723.42095,1063.106973,1808.124012,4.570497,10.655335,0.018751,29.924791,210,1702.512741,263.126813,2.741584,13.530631,4,2.680923,2.752,CurrentObject1082_GH_Print.png,1082
20.606211,6.307802,10.466363,12.183558,194.276429,836.65189,852.94809,1463.956264,1102.030707,24.037071,0.754947,0.818217,0.096236,9.642412,18271.15033,403.190822,3.39872,8.768302,1,1.733282,1.815,CurrentObject1083_GH_Print.png,1083
33.249082,6.439106,11.910772,10.159969,152.422629,995.720182,1318.641212,380.993941,1631.941377,23.416811,15.34658,0.000745,4.971011,210,825.044367,258.588828,7.6815,5.861709,0,10.722779,11.52533,CurrentObject1084_GH_Print.png,1084
21.745282,5.699261,12.796685,12.573125,202.513831,677.00979,1658.703146,1026.45132,1786.798596,8.793313,0.104215,0.180394,5.078179,210,1642.741859,588.599832,3.155949,14.15367,2,1.431482,1.449661,CurrentObject1085_GH_Print.png,1085
8.620744,5.127792,11.112327,9.866256,193.305824,585.765822,994.748829,1641.121169,1768.14096,0.074842,2.138365,2.619324,35.858122,210,123.259213,505.397158,1.472529,4.99044,0,7.379304,7.38,CurrentObject1086_GH_Print.png,1086
12.52149,6.986969,13.446322,8.647344,204.95066,1275.428984,951.37384,378.901704,1133.894047,7.649392,0.155113,26.406214,11.696716,13.217495,24772.78562,584.705075,1.718684,0.014137,0,3.63799,3.638,CurrentObject1087_GH_Print.png,1087
53.743982,4.456732,11.336345,10.004471,189.38142,1551.89438,1803.345733,548.011754,1258.342523,0.014212,6.0609,0.61258,0.137801,210,382.625324,466.870969,4.564674,20.894599,4,7.815926,8.359036,CurrentObject1088_GH_Print.png,1088
35.852875,6.968227,11.226658,11.076532,210.305749,1765.528193,1471.335803,1503.025057,1774.904022,6.978073,8.404525,24.414359,0.527075,210,853.904732,567.352937,3.159803,22.811062,2,2.947055,3.395479,CurrentObject1089_GH_Print.png,1089
