in:Length,in:Stiffness index,in:Strength class,in:CC Height,out:Transverse flexibility Te,out:Transverse flexibility,img
6,64,C27,95,104.065259,104.098,Length6_Stiffnessindex64_StrengthclassC27_CCHeight95_GH_Print.png
7,64,C27,95,191.931583,191.992,Length7_Stiffnessindex64_StrengthclassC27_CCHeight95_GH_Print.png
8,64,C27,95,326.4722,326.574,Length8_Stiffnessindex64_StrengthclassC27_CCHeight95_GH_Print.png
3,0,C30,95,27.751795,27.757,Length3_Stiffnessindex0_StrengthclassC30_CCHeight95_GH_Print.png
4,0,C30,95,87.12728,87.145,Length4_Stiffnessindex0_StrengthclassC30_CCHeight95_GH_Print.png
5,0,C30,95,212.055302,212.097,Length5_Stiffnessindex0_StrengthclassC30_CCHeight95_GH_Print.png
6,0,C30,95,438.976948,439.061,Length6_Stiffnessindex0_StrengthclassC30_CCHeight95_GH_Print.png
7,0,C30,95,812.431319,812.582,Length7_Stiffnessindex0_StrengthclassC30_CCHeight95_GH_Print.png
8,0,C30,95,1385.055541,1385.303,Length8_Stiffnessindex0_StrengthclassC30_CCHeight95_GH_Print.png
3,1,C30,95,20.463333,20.468,Length3_Stiffnessindex1_StrengthclassC30_CCHeight95_GH_Print.png
4,1,C30,95,64.092138,64.106,Length4_Stiffnessindex1_StrengthclassC30_CCHeight95_GH_Print.png
5,1,C30,95,155.817163,155.85,Length5_Stiffnessindex1_StrengthclassC30_CCHeight95_GH_Print.png
6,1,C30,95,322.361542,322.428,Length6_Stiffnessindex1_StrengthclassC30_CCHeight95_GH_Print.png
7,1,C30,95,596.386883,596.508,Length7_Stiffnessindex1_StrengthclassC30_CCHeight95_GH_Print.png
8,1,C30,95,1016.49327,1016.695,Length8_Stiffnessindex1_StrengthclassC30_CCHeight95_GH_Print.png
3,3,C30,95,14.022365,14.026,Length3_Stiffnessindex3_StrengthclassC30_CCHeight95_GH_Print.png
4,3,C30,95,43.735501,43.746,Length4_Stiffnessindex3_StrengthclassC30_CCHeight95_GH_Print.png
5,3,C30,95,106.118342,106.143,Length5_Stiffnessindex3_StrengthclassC30_CCHeight95_GH_Print.png
6,3,C30,95,219.306066,219.357,Length6_Stiffnessindex3_StrengthclassC30_CCHeight95_GH_Print.png
7,3,C30,95,405.463892,405.556,Length7_Stiffnessindex3_StrengthclassC30_CCHeight95_GH_Print.png
8,3,C30,95,690.787077,690.943,Length8_Stiffnessindex3_StrengthclassC30_CCHeight95_GH_Print.png
3,8,C30,95,10.259485,10.262,Length3_Stiffnessindex8_StrengthclassC30_CCHeight95_GH_Print.png
4,8,C30,95,31.842939,31.851,Length4_Stiffnessindex8_StrengthclassC30_CCHeight95_GH_Print.png
5,8,C30,95,77.083768,77.104,Length5_Stiffnessindex8_StrengthclassC30_CCHeight95_GH_Print.png
6,8,C30,95,159.099973,159.141,Length6_Stiffnessindex8_StrengthclassC30_CCHeight95_GH_Print.png
7,8,C30,95,293.924672,294,Length7_Stiffnessindex8_StrengthclassC30_CCHeight95_GH_Print.png
8,8,C30,95,500.506091,500.633,Length8_Stiffnessindex8_StrengthclassC30_CCHeight95_GH_Print.png
3,16,C30,95,8.367586,8.37,Length3_Stiffnessindex16_StrengthclassC30_CCHeight95_GH_Print.png
4,16,C30,95,25.863605,25.871,Length4_Stiffnessindex16_StrengthclassC30_CCHeight95_GH_Print.png
5,16,C30,95,62.485783,62.503,Length5_Stiffnessindex16_StrengthclassC30_CCHeight95_GH_Print.png
6,16,C30,95,128.829591,128.866,Length6_Stiffnessindex16_StrengthclassC30_CCHeight95_GH_Print.png
7,16,C30,95,237.845052,237.911,Length7_Stiffnessindex16_StrengthclassC30_CCHeight95_GH_Print.png
8,16,C30,95,404.836735,404.949,Length8_Stiffnessindex16_StrengthclassC30_CCHeight95_GH_Print.png
3,27,C30,95,7.394365,7.397,Length3_Stiffnessindex27_StrengthclassC30_CCHeight95_GH_Print.png
4,27,C30,95,22.787746,22.794,Length4_Stiffnessindex27_StrengthclassC30_CCHeight95_GH_Print.png
5,27,C30,95,54.976361,54.993,Length5_Stiffnessindex27_StrengthclassC30_CCHeight95_GH_Print.png
6,27,C30,95,113.258055,113.292,Length6_Stiffnessindex27_StrengthclassC30_CCHeight95_GH_Print.png
7,27,C30,95,208.996859,209.059,Length7_Stiffnessindex27_StrengthclassC30_CCHeight95_GH_Print.png
8,27,C30,95,355.622991,355.728,Length8_Stiffnessindex27_StrengthclassC30_CCHeight95_GH_Print.png
3,43,C30,95,6.860909,6.863,Length3_Stiffnessindex43_StrengthclassC30_CCHeight95_GH_Print.png
4,43,C30,95,21.101762,21.108,Length4_Stiffnessindex43_StrengthclassC30_CCHeight95_GH_Print.png
5,43,C30,95,50.86019,50.876,Length5_Stiffnessindex43_StrengthclassC30_CCHeight95_GH_Print.png
6,43,C30,95,104.722762,104.755,Length6_Stiffnessindex43_StrengthclassC30_CCHeight95_GH_Print.png
7,43,C30,95,193.184174,193.243,Length7_Stiffnessindex43_StrengthclassC30_CCHeight95_GH_Print.png
8,43,C30,95,328.647249,328.748,Length8_Stiffnessindex43_StrengthclassC30_CCHeight95_GH_Print.png
3,64,C30,95,6.548994,6.551,Length3_Stiffnessindex64_StrengthclassC30_CCHeight95_GH_Print.png
4,64,C30,95,20.115958,20.122,Length4_Stiffnessindex64_StrengthclassC30_CCHeight95_GH_Print.png
5,64,C30,95,48.453442,48.469,Length5_Stiffnessindex64_StrengthclassC30_CCHeight95_GH_Print.png
6,64,C30,95,99.73213,99.763,Length6_Stiffnessindex64_StrengthclassC30_CCHeight95_GH_Print.png
7,64,C30,95,183.938413,183.996,Length7_Stiffnessindex64_StrengthclassC30_CCHeight95_GH_Print.png
8,64,C30,95,312.874389,312.972,Length8_Stiffnessindex64_StrengthclassC30_CCHeight95_GH_Print.png
3,0,C45,95,22.200541,22.205,Length3_Stiffnessindex0_StrengthclassC45_CCHeight95_GH_Print.png
4,0,C45,95,69.700232,69.714,Length4_Stiffnessindex0_StrengthclassC45_CCHeight95_GH_Print.png
5,0,C45,95,169.641754,169.675,Length5_Stiffnessindex0_StrengthclassC45_CCHeight95_GH_Print.png
6,0,C45,95,351.177975,351.246,Length6_Stiffnessindex0_StrengthclassC45_CCHeight95_GH_Print.png
7,0,C45,95,649.940179,650.063,Length7_Stiffnessindex0_StrengthclassC45_CCHeight95_GH_Print.png
8,0,C45,95,1108.038063,1108.242,Length8_Stiffnessindex0_StrengthclassC45_CCHeight95_GH_Print.png
3,1,C45,95,16.36977,16.373,Length3_Stiffnessindex1_StrengthclassC45_CCHeight95_GH_Print.png
4,1,C45,95,51.272118,51.283,Length4_Stiffnessindex1_StrengthclassC45_CCHeight95_GH_Print.png
5,1,C45,95,124.651242,124.677,Length5_Stiffnessindex1_StrengthclassC45_CCHeight95_GH_Print.png
6,1,C45,95,257.88565,257.939,Length6_Stiffnessindex1_StrengthclassC45_CCHeight95_GH_Print.png
7,1,C45,95,477.10463,477.203,Length7_Stiffnessindex1_StrengthclassC45_CCHeight95_GH_Print.png
8,1,C45,95,813.188247,813.352,Length8_Stiffnessindex1_StrengthclassC45_CCHeight95_GH_Print.png
3,3,C45,95,11.216997,11.22,Length3_Stiffnessindex3_StrengthclassC45_CCHeight95_GH_Print.png
4,3,C45,95,34.986809,34.995,Length4_Stiffnessindex3_StrengthclassC45_CCHeight95_GH_Print.png
5,3,C45,95,84.892186,84.912,Length5_Stiffnessindex3_StrengthclassC45_CCHeight95_GH_Print.png
6,3,C45,95,175.44127,175.482,Length6_Stiffnessindex3_StrengthclassC45_CCHeight95_GH_Print.png
7,3,C45,95,324.366237,324.441,Length7_Stiffnessindex3_StrengthclassC45_CCHeight95_GH_Print.png
8,3,C45,95,552.623292,552.749,Length8_Stiffnessindex3_StrengthclassC45_CCHeight95_GH_Print.png
3,8,C45,95,8.206692,8.209,Length3_Stiffnessindex8_StrengthclassC45_CCHeight95_GH_Print.png
4,8,C45,95,25.472759,25.479,Length4_Stiffnessindex8_StrengthclassC45_CCHeight95_GH_Print.png
5,8,C45,95,61.664526,61.681,Length5_Stiffnessindex8_StrengthclassC45_CCHeight95_GH_Print.png
6,8,C45,95,127.276396,127.309,Length6_Stiffnessindex8_StrengthclassC45_CCHeight95_GH_Print.png
7,8,C45,95,235.134861,235.195,Length7_Stiffnessindex8_StrengthclassC45_CCHeight95_GH_Print.png
8,8,C45,95,400.398503,400.501,Length8_Stiffnessindex8_StrengthclassC45_CCHeight95_GH_Print.png
3,16,C45,95,6.693173,6.695,Length3_Stiffnessindex16_StrengthclassC45_CCHeight95_GH_Print.png
4,16,C45,95,20.689291,20.695,Length4_Stiffnessindex16_StrengthclassC45_CCHeight95_GH_Print.png
5,16,C45,95,49.986138,50,Length5_Stiffnessindex16_StrengthclassC45_CCHeight95_GH_Print.png
6,16,C45,95,103.06009,103.089,Length6_Stiffnessindex16_StrengthclassC45_CCHeight95_GH_Print.png
7,16,C45,95,190.271165,190.324,Length7_Stiffnessindex16_StrengthclassC45_CCHeight95_GH_Print.png
8,16,C45,95,323.863019,323.953,Length8_Stiffnessindex16_StrengthclassC45_CCHeight95_GH_Print.png
3,27,C45,95,5.914596,5.916,Length3_Stiffnessindex27_StrengthclassC45_CCHeight95_GH_Print.png
4,27,C45,95,18.228604,18.234,Length4_Stiffnessindex27_StrengthclassC45_CCHeight95_GH_Print.png
5,27,C45,95,43.978601,43.992,Length5_Stiffnessindex27_StrengthclassC45_CCHeight95_GH_Print.png
6,27,C45,95,90.602861,90.63,Length6_Stiffnessindex27_StrengthclassC45_CCHeight95_GH_Print.png
7,27,C45,95,167.19261,167.242,Length7_Stiffnessindex27_StrengthclassC45_CCHeight95_GH_Print.png
8,27,C45,95,284.492024,284.576,Length8_Stiffnessindex27_StrengthclassC45_CCHeight95_GH_Print.png
3,43,C45,95,5.487831,5.489,Length3_Stiffnessindex43_StrengthclassC45_CCHeight95_GH_Print.png
4,43,C45,95,16.879817,16.885,Length4_Stiffnessindex43_StrengthclassC45_CCHeight95_GH_Print.png
5,43,C45,95,40.685664,40.698,Length5_Stiffnessindex43_StrengthclassC45_CCHeight95_GH_Print.png
6,43,C45,95,83.774626,83.8,Length6_Stiffnessindex43_StrengthclassC45_CCHeight95_GH_Print.png
7,43,C45,95,154.542462,154.59,Length7_Stiffnessindex43_StrengthclassC45_CCHeight95_GH_Print.png
8,43,C45,95,262.91143,262.992,Length8_Stiffnessindex43_StrengthclassC45_CCHeight95_GH_Print.png
3,64,C45,95,5.2383,5.24,Length3_Stiffnessindex64_StrengthclassC45_CCHeight95_GH_Print.png
4,64,C45,95,16.091174,16.096,Length4_Stiffnessindex64_StrengthclassC45_CCHeight95_GH_Print.png
5,64,C45,95,38.760266,38.772,Length5_Stiffnessindex64_StrengthclassC45_CCHeight95_GH_Print.png
6,64,C45,95,79.782121,79.807,Length6_Stiffnessindex64_StrengthclassC45_CCHeight95_GH_Print.png
7,64,C45,95,147.145854,147.192,Length7_Stiffnessindex64_StrengthclassC45_CCHeight95_GH_Print.png
8,64,C45,95,250.293142,250.372,Length8_Stiffnessindex64_StrengthclassC45_CCHeight95_GH_Print.png
3,0,C14,120,23.814868,23.82,Length3_Stiffnessindex0_StrengthclassC14_CCHeight120_GH_Print.png
4,0,C14,120,74.481242,74.496,Length4_Stiffnessindex0_StrengthclassC14_CCHeight120_GH_Print.png
5,0,C14,120,180.951336,180.987,Length5_Stiffnessindex0_StrengthclassC14_CCHeight120_GH_Print.png
6,0,C14,120,374.22086,374.293,Length6_Stiffnessindex0_StrengthclassC14_CCHeight120_GH_Print.png
7,0,C14,120,692.173458,692.304,Length7_Stiffnessindex0_StrengthclassC14_CCHeight120_GH_Print.png
8,0,C14,120,1179.580711,1179.796,Length8_Stiffnessindex0_StrengthclassC14_CCHeight120_GH_Print.png
3,1,C14,120,17.615517,17.619,Length3_Stiffnessindex1_StrengthclassC14_CCHeight120_GH_Print.png
4,1,C14,120,54.888232,54.9,Length4_Stiffnessindex1_StrengthclassC14_CCHeight120_GH_Print.png
5,1,C14,120,133.116838,133.145,Length5_Stiffnessindex1_StrengthclassC14_CCHeight120_GH_Print.png
6,1,C14,120,275.031243,275.088,Length6_Stiffnessindex1_StrengthclassC14_CCHeight120_GH_Print.png
7,1,C14,120,508.412447,508.516,Length7_Stiffnessindex1_StrengthclassC14_CCHeight120_GH_Print.png
8,1,C14,120,866.092539,866.266,Length8_Stiffnessindex1_StrengthclassC14_CCHeight120_GH_Print.png
3,3,C14,120,12.137021,12.14,Length3_Stiffnessindex3_StrengthclassC14_CCHeight120_GH_Print.png
4,3,C14,120,37.573478,37.582,Length4_Stiffnessindex3_StrengthclassC14_CCHeight120_GH_Print.png
5,3,C14,120,90.84449,90.866,Length5_Stiffnessindex3_StrengthclassC14_CCHeight120_GH_Print.png
6,3,C14,120,187.375303,187.419,Length6_Stiffnessindex3_StrengthclassC14_CCHeight120_GH_Print.png
7,3,C14,120,346.018996,346.098,Length7_Stiffnessindex3_StrengthclassC14_CCHeight120_GH_Print.png
8,3,C14,120,589.056481,589.19,Length8_Stiffnessindex3_StrengthclassC14_CCHeight120_GH_Print.png
3,8,C14,120,8.936426,8.939,Length3_Stiffnessindex8_StrengthclassC14_CCHeight120_GH_Print.png
4,8,C14,120,27.458017,27.465,Length4_Stiffnessindex8_StrengthclassC14_CCHeight120_GH_Print.png
5,8,C14,120,66.148539,66.166,Length5_Stiffnessindex8_StrengthclassC14_CCHeight120_GH_Print.png
6,8,C14,120,136.165779,136.201,Length6_Stiffnessindex8_StrengthclassC14_CCHeight120_GH_Print.png
7,8,C14,120,251.147032,251.211,Length7_Stiffnessindex8_StrengthclassC14_CCHeight120_GH_Print.png
8,8,C14,120,427.209099,427.318,Length8_Stiffnessindex8_StrengthclassC14_CCHeight120_GH_Print.png
3,16,C14,120,7.327232,7.329,Length3_Stiffnessindex16_StrengthclassC14_CCHeight120_GH_Print.png
4,16,C14,120,22.372171,22.378,Length4_Stiffnessindex16_StrengthclassC14_CCHeight120_GH_Print.png
5,16,C14,120,53.731925,53.747,Length5_Stiffnessindex16_StrengthclassC14_CCHeight120_GH_Print.png
6,16,C14,120,110.418687,110.45,Length6_Stiffnessindex16_StrengthclassC14_CCHeight120_GH_Print.png
7,16,C14,120,203.447365,203.504,Length7_Stiffnessindex16_StrengthclassC14_CCHeight120_GH_Print.png
8,16,C14,120,345.835574,345.932,Length8_Stiffnessindex16_StrengthclassC14_CCHeight120_GH_Print.png
3,27,C14,120,6.499439,6.501,Length3_Stiffnessindex27_StrengthclassC14_CCHeight120_GH_Print.png
4,27,C14,120,19.755937,19.762,Length4_Stiffnessindex27_StrengthclassC14_CCHeight120_GH_Print.png
5,27,C14,120,47.344633,47.359,Length5_Stiffnessindex27_StrengthclassC14_CCHeight120_GH_Print.png
6,27,C14,120,97.173999,97.203,Length6_Stiffnessindex27_StrengthclassC14_CCHeight120_GH_Print.png
7,27,C14,120,178.909945,178.963,Length7_Stiffnessindex27_StrengthclassC14_CCHeight120_GH_Print.png
8,27,C14,120,303.975818,304.065,Length8_Stiffnessindex27_StrengthclassC14_CCHeight120_GH_Print.png
3,43,C14,120,6.045698,6.047,Length3_Stiffnessindex43_StrengthclassC14_CCHeight120_GH_Print.png
4,43,C14,120,18.321889,18.327,Length4_Stiffnessindex43_StrengthclassC14_CCHeight120_GH_Print.png
5,43,C14,120,43.843539,43.857,Length5_Stiffnessindex43_StrengthclassC14_CCHeight120_GH_Print.png
6,43,C14,120,89.914131,89.942,Length6_Stiffnessindex43_StrengthclassC14_CCHeight120_GH_Print.png
7,43,C14,120,165.460143,165.511,Length7_Stiffnessindex43_StrengthclassC14_CCHeight120_GH_Print.png
8,43,C14,120,281.031049,281.117,Length8_Stiffnessindex43_StrengthclassC14_CCHeight120_GH_Print.png
3,64,C14,120,5.780392,5.782,Length3_Stiffnessindex64_StrengthclassC14_CCHeight120_GH_Print.png
4,64,C14,120,17.483393,17.489,Length4_Stiffnessindex64_StrengthclassC14_CCHeight120_GH_Print.png
5,64,C14,120,41.796431,41.809,Length5_Stiffnessindex64_StrengthclassC14_CCHeight120_GH_Print.png
6,64,C14,120,85.669247,85.696,Length6_Stiffnessindex64_StrengthclassC14_CCHeight120_GH_Print.png
7,64,C14,120,157.595972,157.645,Length7_Stiffnessindex64_StrengthclassC14_CCHeight120_GH_Print.png
8,64,C14,120,267.615121,267.699,Length8_Stiffnessindex64_StrengthclassC14_CCHeight120_GH_Print.png
3,0,C18,120,18.527184,18.531,Length3_Stiffnessindex0_StrengthclassC18_CCHeight120_GH_Print.png
4,0,C18,120,57.937871,57.949,Length4_Stiffnessindex0_StrengthclassC18_CCHeight120_GH_Print.png
5,0,C18,120,140.752452,140.78,Length5_Stiffnessindex0_StrengthclassC18_CCHeight120_GH_Print.png
6,0,C18,120,291.078703,291.135,Length6_Stiffnessindex0_StrengthclassC18_CCHeight120_GH_Print.png
7,0,C18,120,538.381681,538.485,Length7_Stiffnessindex0_StrengthclassC18_CCHeight120_GH_Print.png
8,0,C18,120,917.483725,917.655,Length8_Stiffnessindex0_StrengthclassC18_CCHeight120_GH_Print.png
3,1,C18,120,13.705466,13.708,Length3_Stiffnessindex1_StrengthclassC18_CCHeight120_GH_Print.png
4,1,C18,120,42.698862,42.708,Length4_Stiffnessindex1_StrengthclassC18_CCHeight120_GH_Print.png
5,1,C18,120,103.547842,103.57,Length5_Stiffnessindex1_StrengthclassC18_CCHeight120_GH_Print.png
6,1,C18,120,213.931223,213.976,Length6_Stiffnessindex1_StrengthclassC18_CCHeight120_GH_Print.png
7,1,C18,120,395.45645,395.538,Length7_Stiffnessindex1_StrengthclassC18_CCHeight120_GH_Print.png
8,1,C18,120,673.659592,673.797,Length8_Stiffnessindex1_StrengthclassC18_CCHeight120_GH_Print.png
3,3,C18,120,9.444414,9.447,Length3_Stiffnessindex3_StrengthclassC18_CCHeight120_GH_Print.png
4,3,C18,120,29.231832,29.239,Length4_Stiffnessindex3_StrengthclassC18_CCHeight120_GH_Print.png
5,3,C18,120,70.669349,70.686,Length5_Stiffnessindex3_StrengthclassC18_CCHeight120_GH_Print.png
6,3,C18,120,145.754381,145.788,Length6_Stiffnessindex3_StrengthclassC18_CCHeight120_GH_Print.png
7,3,C18,120,269.150432,269.213,Length7_Stiffnessindex3_StrengthclassC18_CCHeight120_GH_Print.png
8,3,C18,120,458.187102,458.292,Length8_Stiffnessindex3_StrengthclassC18_CCHeight120_GH_Print.png
3,8,C18,120,6.955062,6.957,Length3_Stiffnessindex8_StrengthclassC18_CCHeight120_GH_Print.png
4,8,C18,120,21.364251,21.37,Length4_Stiffnessindex8_StrengthclassC18_CCHeight120_GH_Print.png
5,8,C18,120,51.461388,51.475,Length5_Stiffnessindex8_StrengthclassC18_CCHeight120_GH_Print.png
6,8,C18,120,105.924752,105.952,Length6_Stiffnessindex8_StrengthclassC18_CCHeight120_GH_Print.png
7,8,C18,120,195.361127,195.411,Length7_Stiffnessindex8_StrengthclassC18_CCHeight120_GH_Print.png
8,8,C18,120,332.305805,332.391,Length8_Stiffnessindex8_StrengthclassC18_CCHeight120_GH_Print.png
3,16,C18,120,5.703467,5.705,Length3_Stiffnessindex16_StrengthclassC18_CCHeight120_GH_Print.png
4,16,C18,120,17.408593,17.413,Length4_Stiffnessindex16_StrengthclassC18_CCHeight120_GH_Print.png
5,16,C18,120,41.804021,41.816,Length5_Stiffnessindex16_StrengthclassC18_CCHeight120_GH_Print.png
6,16,C18,120,85.899236,85.923,Length6_Stiffnessindex16_StrengthclassC18_CCHeight120_GH_Print.png
7,16,C18,120,158.261387,158.306,Length7_Stiffnessindex16_StrengthclassC18_CCHeight120_GH_Print.png
8,16,C18,120,269.015285,269.09,Length8_Stiffnessindex16_StrengthclassC18_CCHeight120_GH_Print.png
3,27,C18,120,5.059628,5.061,Length3_Stiffnessindex27_StrengthclassC18_CCHeight120_GH_Print.png
4,27,C18,120,15.373744,15.378,Length4_Stiffnessindex27_StrengthclassC18_CCHeight120_GH_Print.png
5,27,C18,120,36.836127,36.847,Length5_Stiffnessindex27_StrengthclassC18_CCHeight120_GH_Print.png
6,27,C18,120,75.597812,75.62,Length6_Stiffnessindex27_StrengthclassC18_CCHeight120_GH_Print.png
7,27,C18,120,139.176726,139.218,Length7_Stiffnessindex27_StrengthclassC18_CCHeight120_GH_Print.png
8,27,C18,120,236.457697,236.528,Length8_Stiffnessindex27_StrengthclassC18_CCHeight120_GH_Print.png
3,43,C18,120,4.706718,4.708,Length3_Stiffnessindex43_StrengthclassC18_CCHeight120_GH_Print.png
4,43,C18,120,14.258373,14.263,Length4_Stiffnessindex43_StrengthclassC18_CCHeight120_GH_Print.png
5,43,C18,120,34.113054,34.123,Length5_Stiffnessindex43_StrengthclassC18_CCHeight120_GH_Print.png
6,43,C18,120,69.951247,69.973,Length6_Stiffnessindex43_StrengthclassC18_CCHeight120_GH_Print.png
7,43,C18,120,128.715769,128.755,Length7_Stiffnessindex43_StrengthclassC18_CCHeight120_GH_Print.png
8,43,C18,120,218.611766,218.679,Length8_Stiffnessindex43_StrengthclassC18_CCHeight120_GH_Print.png
3,64,C18,120,4.500369,4.502,Length3_Stiffnessindex64_StrengthclassC18_CCHeight120_GH_Print.png
4,64,C18,120,13.60621,13.61,Length4_Stiffnessindex64_StrengthclassC18_CCHeight120_GH_Print.png
5,64,C18,120,32.520859,32.531,Length5_Stiffnessindex64_StrengthclassC18_CCHeight120_GH_Print.png
6,64,C18,120,66.649671,66.671,Length6_Stiffnessindex64_StrengthclassC18_CCHeight120_GH_Print.png
7,64,C18,120,122.599192,122.638,Length7_Stiffnessindex64_StrengthclassC18_CCHeight120_GH_Print.png
8,64,C18,120,208.177155,208.242,Length8_Stiffnessindex64_StrengthclassC18_CCHeight120_GH_Print.png
3,0,C22,120,16.669506,16.673,Length3_Stiffnessindex0_StrengthclassC22_CCHeight120_GH_Print.png
4,0,C22,120,52.135267,52.146,Length4_Stiffnessindex0_StrengthclassC22_CCHeight120_GH_Print.png
5,0,C22,120,126.663431,126.688,Length5_Stiffnessindex0_StrengthclassC22_CCHeight120_GH_Print.png
6,0,C22,120,261.950995,262.002,Length6_Stiffnessindex0_StrengthclassC22_CCHeight120_GH_Print.png
7,0,C22,120,484.516511,484.61,Length7_Stiffnessindex0_StrengthclassC22_CCHeight120_GH_Print.png
8,0,C22,120,825.700085,825.856,Length8_Stiffnessindex0_StrengthclassC22_CCHeight120_GH_Print.png
3,1,C22,120,12.32996,12.333,Length3_Stiffnessindex1_StrengthclassC22_CCHeight120_GH_Print.png
4,1,C22,120,38.420159,38.428,Length4_Stiffnessindex1_StrengthclassC22_CCHeight120_GH_Print.png
5,1,C22,120,93.179281,93.199,Length5_Stiffnessindex1_StrengthclassC22_CCHeight120_GH_Print.png
6,1,C22,120,192.518263,192.559,Length6_Stiffnessindex1_StrengthclassC22_CCHeight120_GH_Print.png
7,1,C22,120,355.883804,355.958,Length7_Stiffnessindex1_StrengthclassC22_CCHeight120_GH_Print.png
8,1,C22,120,606.258365,606.382,Length8_Stiffnessindex1_StrengthclassC22_CCHeight120_GH_Print.png
3,3,C22,120,8.495013,8.497,Length3_Stiffnessindex3_StrengthclassC22_CCHeight120_GH_Print.png
4,3,C22,120,26.299832,26.306,Length4_Stiffnessindex3_StrengthclassC22_CCHeight120_GH_Print.png
5,3,C22,120,63.588638,63.603,Length5_Stiffnessindex3_StrengthclassC22_CCHeight120_GH_Print.png
6,3,C22,120,131.159105,131.19,Length6_Stiffnessindex3_StrengthclassC22_CCHeight120_GH_Print.png
7,3,C22,120,242.208388,242.264,Length7_Stiffnessindex3_StrengthclassC22_CCHeight120_GH_Print.png
8,3,C22,120,412.333124,412.428,Length8_Stiffnessindex3_StrengthclassC22_CCHeight120_GH_Print.png
3,8,C22,120,6.254596,6.256,Length3_Stiffnessindex8_StrengthclassC22_CCHeight120_GH_Print.png
4,8,C22,120,19.219009,19.224,Length4_Stiffnessindex8_StrengthclassC22_CCHeight120_GH_Print.png
5,8,C22,120,46.301473,46.313,Length5_Stiffnessindex8_StrengthclassC22_CCHeight120_GH_Print.png
6,8,C22,120,95.312439,95.337,Length6_Stiffnessindex8_StrengthclassC22_CCHeight120_GH_Print.png
7,8,C22,120,175.798013,175.843,Length7_Stiffnessindex8_StrengthclassC22_CCHeight120_GH_Print.png
8,8,C22,120,299.039957,299.117,Length8_Stiffnessindex8_StrengthclassC22_CCHeight120_GH_Print.png
3,16,C22,120,5.128161,5.13,Length3_Stiffnessindex16_StrengthclassC22_CCHeight120_GH_Print.png
4,16,C22,120,15.658917,15.663,Length4_Stiffnessindex16_StrengthclassC22_CCHeight120_GH_Print.png
5,16,C22,120,37.609842,37.62,Length5_Stiffnessindex16_StrengthclassC22_CCHeight120_GH_Print.png
6,16,C22,120,77.289474,77.311,Length6_Stiffnessindex16_StrengthclassC22_CCHeight120_GH_Print.png
7,16,C22,120,142.408246,142.448,Length7_Stiffnessindex16_StrengthclassC22_CCHeight120_GH_Print.png
8,16,C22,120,242.078489,242.146,Length8_Stiffnessindex16_StrengthclassC22_CCHeight120_GH_Print.png
3,27,C22,120,4.548706,4.55,Length3_Stiffnessindex27_StrengthclassC22_CCHeight120_GH_Print.png
4,27,C22,120,13.827553,13.832,Length4_Stiffnessindex27_StrengthclassC22_CCHeight120_GH_Print.png
5,27,C22,120,33.138738,33.149,Length5_Stiffnessindex27_StrengthclassC22_CCHeight120_GH_Print.png
6,27,C22,120,68.018192,68.038,Length6_Stiffnessindex27_StrengthclassC22_CCHeight120_GH_Print.png
7,27,C22,120,125.232052,125.269,Length7_Stiffnessindex27_StrengthclassC22_CCHeight120_GH_Print.png
8,27,C22,120,212.77666,212.84,Length8_Stiffnessindex27_StrengthclassC22_CCHeight120_GH_Print.png
3,43,C22,120,4.231087,4.232,Length3_Stiffnessindex43_StrengthclassC22_CCHeight120_GH_Print.png
4,43,C22,120,12.823719,12.828,Length4_Stiffnessindex43_StrengthclassC22_CCHeight120_GH_Print.png
5,43,C22,120,30.687972,30.697,Length5_Stiffnessindex43_StrengthclassC22_CCHeight120_GH_Print.png
6,43,C22,120,62.936285,62.956,Length6_Stiffnessindex43_StrengthclassC22_CCHeight120_GH_Print.png
7,43,C22,120,115.817191,115.853,Length7_Stiffnessindex43_StrengthclassC22_CCHeight120_GH_Print.png
8,43,C22,120,196.715322,196.776,Length8_Stiffnessindex43_StrengthclassC22_CCHeight120_GH_Print.png
3,64,C22,120,4.045373,4.047,Length3_Stiffnessindex64_StrengthclassC22_CCHeight120_GH_Print.png
4,64,C22,120,12.236772,12.241,Length4_Stiffnessindex64_StrengthclassC22_CCHeight120_GH_Print.png
5,64,C22,120,29.254997,29.264,Length5_Stiffnessindex64_StrengthclassC22_CCHeight120_GH_Print.png
6,64,C22,120,59.964866,59.984,Length6_Stiffnessindex64_StrengthclassC22_CCHeight120_GH_Print.png
7,64,C22,120,110.312271,110.347,Length7_Stiffnessindex64_StrengthclassC22_CCHeight120_GH_Print.png
8,64,C22,120,187.324172,187.383,Length8_Stiffnessindex64_StrengthclassC22_CCHeight120_GH_Print.png
3,0,C24,120,15.155665,15.159,Length3_Stiffnessindex0_StrengthclassC24_CCHeight120_GH_Print.png
4,0,C24,120,47.398485,47.408,Length4_Stiffnessindex0_StrengthclassC24_CCHeight120_GH_Print.png
5,0,C24,120,115.15293,115.176,Length5_Stiffnessindex0_StrengthclassC24_CCHeight120_GH_Print.png
6,0,C24,120,238.143541,238.19,Length6_Stiffnessindex0_StrengthclassC24_CCHeight120_GH_Print.png
7,0,C24,120,440.478094,440.563,Length7_Stiffnessindex0_StrengthclassC24_CCHeight120_GH_Print.png
