in:Length,in:Stiffness index,in:Strength class,in:CC Height,out:Transverse flexibility Te,out:Transverse flexibility,img
8,1,C27,145,299.465569,299.528,Length8_Stiffnessindex1_StrengthclassC27_CCHeight145_GH_Print.png
3,3,C27,145,4.278782,4.28,Length3_Stiffnessindex3_StrengthclassC27_CCHeight145_GH_Print.png
4,3,C27,145,13.125799,13.129,Length4_Stiffnessindex3_StrengthclassC27_CCHeight145_GH_Print.png
5,3,C27,145,31.596488,31.604,Length5_Stiffnessindex3_StrengthclassC27_CCHeight145_GH_Print.png
6,3,C27,145,65.012816,65.028,Length6_Stiffnessindex3_StrengthclassC27_CCHeight145_GH_Print.png
7,3,C27,145,119.879407,119.907,Length7_Stiffnessindex3_StrengthclassC27_CCHeight145_GH_Print.png
8,3,C27,145,203.883543,203.931,Length8_Stiffnessindex3_StrengthclassC27_CCHeight145_GH_Print.png
3,8,C27,145,3.174524,3.175,Length3_Stiffnessindex8_StrengthclassC27_CCHeight145_GH_Print.png
4,8,C27,145,9.635797,9.638,Length4_Stiffnessindex8_StrengthclassC27_CCHeight145_GH_Print.png
5,8,C27,145,23.075976,23.082,Length5_Stiffnessindex8_StrengthclassC27_CCHeight145_GH_Print.png
6,8,C27,145,47.344683,47.357,Length6_Stiffnessindex8_StrengthclassC27_CCHeight145_GH_Print.png
7,8,C27,145,87.147009,87.17,Length7_Stiffnessindex8_StrengthclassC27_CCHeight145_GH_Print.png
8,8,C27,145,148.043517,148.082,Length8_Stiffnessindex8_StrengthclassC27_CCHeight145_GH_Print.png
3,16,C27,145,2.619325,2.62,Length3_Stiffnessindex16_StrengthclassC27_CCHeight145_GH_Print.png
4,16,C27,145,7.881096,7.883,Length4_Stiffnessindex16_StrengthclassC27_CCHeight145_GH_Print.png
5,16,C27,145,18.792039,18.797,Length5_Stiffnessindex16_StrengthclassC27_CCHeight145_GH_Print.png
6,16,C27,145,38.46151,38.472,Length6_Stiffnessindex16_StrengthclassC27_CCHeight145_GH_Print.png
7,16,C27,145,70.689834,70.71,Length7_Stiffnessindex16_StrengthclassC27_CCHeight145_GH_Print.png
8,16,C27,145,119.968304,120.002,Length8_Stiffnessindex16_StrengthclassC27_CCHeight145_GH_Print.png
3,27,C27,145,2.333723,2.334,Length3_Stiffnessindex27_StrengthclassC27_CCHeight145_GH_Print.png
4,27,C27,145,6.978452,6.98,Length4_Stiffnessindex27_StrengthclassC27_CCHeight145_GH_Print.png
5,27,C27,145,16.588317,16.593,Length5_Stiffnessindex27_StrengthclassC27_CCHeight145_GH_Print.png
6,27,C27,145,33.891873,33.902,Length6_Stiffnessindex27_StrengthclassC27_CCHeight145_GH_Print.png
7,27,C27,145,62.224018,62.242,Length7_Stiffnessindex27_StrengthclassC27_CCHeight145_GH_Print.png
8,27,C27,145,105.525996,105.557,Length8_Stiffnessindex27_StrengthclassC27_CCHeight145_GH_Print.png
3,43,C27,145,2.177175,2.178,Length3_Stiffnessindex43_StrengthclassC27_CCHeight145_GH_Print.png
4,43,C27,145,6.483682,6.486,Length4_Stiffnessindex43_StrengthclassC27_CCHeight145_GH_Print.png
5,43,C27,145,15.380382,15.385,Length5_Stiffnessindex43_StrengthclassC27_CCHeight145_GH_Print.png
6,43,C27,145,31.387099,31.397,Length6_Stiffnessindex43_StrengthclassC27_CCHeight145_GH_Print.png
7,43,C27,145,57.583614,57.601,Length7_Stiffnessindex43_StrengthclassC27_CCHeight145_GH_Print.png
8,43,C27,145,97.609671,97.64,Length8_Stiffnessindex43_StrengthclassC27_CCHeight145_GH_Print.png
3,64,C27,145,2.08564,2.086,Length3_Stiffnessindex64_StrengthclassC27_CCHeight145_GH_Print.png
4,64,C27,145,6.194387,6.196,Length4_Stiffnessindex64_StrengthclassC27_CCHeight145_GH_Print.png
5,64,C27,145,14.674096,14.679,Length5_Stiffnessindex64_StrengthclassC27_CCHeight145_GH_Print.png
6,64,C27,145,29.922543,29.932,Length6_Stiffnessindex64_StrengthclassC27_CCHeight145_GH_Print.png
7,64,C27,145,54.870345,54.888,Length7_Stiffnessindex64_StrengthclassC27_CCHeight145_GH_Print.png
8,64,C27,145,92.980953,93.01,Length8_Stiffnessindex64_StrengthclassC27_CCHeight145_GH_Print.png
3,0,C30,145,7.962152,7.964,Length3_Stiffnessindex0_StrengthclassC30_CCHeight145_GH_Print.png
4,0,C30,145,24.782957,24.788,Length4_Stiffnessindex0_StrengthclassC30_CCHeight145_GH_Print.png
5,0,C30,145,60.074303,60.086,Length5_Stiffnessindex0_StrengthclassC30_CCHeight145_GH_Print.png
6,0,C30,145,124.08464,124.109,Length6_Stiffnessindex0_StrengthclassC30_CCHeight145_GH_Print.png
7,0,C30,145,229.339848,229.385,Length7_Stiffnessindex0_StrengthclassC30_CCHeight145_GH_Print.png
8,0,C30,145,390.643242,390.72,Length8_Stiffnessindex0_StrengthclassC30_CCHeight145_GH_Print.png
3,1,C30,145,5.912393,5.914,Length3_Stiffnessindex1_StrengthclassC30_CCHeight145_GH_Print.png
4,1,C30,145,18.304707,18.309,Length4_Stiffnessindex1_StrengthclassC30_CCHeight145_GH_Print.png
5,1,C30,145,44.258264,44.268,Length5_Stiffnessindex1_StrengthclassC30_CCHeight145_GH_Print.png
6,1,C30,145,91.2885,91.308,Length6_Stiffnessindex1_StrengthclassC30_CCHeight145_GH_Print.png
7,1,C30,145,168.580949,168.617,Length7_Stiffnessindex1_StrengthclassC30_CCHeight145_GH_Print.png
8,1,C30,145,286.991242,287.051,Length8_Stiffnessindex1_StrengthclassC30_CCHeight145_GH_Print.png
3,3,C30,145,4.100978,4.102,Length3_Stiffnessindex3_StrengthclassC30_CCHeight145_GH_Print.png
4,3,C30,145,12.579742,12.583,Length4_Stiffnessindex3_StrengthclassC30_CCHeight145_GH_Print.png
5,3,C30,145,30.281298,30.288,Length5_Stiffnessindex3_StrengthclassC30_CCHeight145_GH_Print.png
6,3,C30,145,62.305864,62.32,Length6_Stiffnessindex3_StrengthclassC30_CCHeight145_GH_Print.png
7,3,C30,145,114.887038,114.914,Length7_Stiffnessindex3_StrengthclassC30_CCHeight145_GH_Print.png
8,3,C30,145,195.391801,195.437,Length8_Stiffnessindex3_StrengthclassC30_CCHeight145_GH_Print.png
3,8,C30,145,3.042731,3.044,Length3_Stiffnessindex8_StrengthclassC30_CCHeight145_GH_Print.png
4,8,C30,145,9.235157,9.238,Length4_Stiffnessindex8_StrengthclassC30_CCHeight145_GH_Print.png
5,8,C30,145,22.115808,22.122,Length5_Stiffnessindex8_StrengthclassC30_CCHeight145_GH_Print.png
6,8,C30,145,45.373903,45.386,Length6_Stiffnessindex8_StrengthclassC30_CCHeight145_GH_Print.png
7,8,C30,145,83.51849,83.54,Length7_Stiffnessindex8_StrengthclassC30_CCHeight145_GH_Print.png
8,8,C30,145,141.878443,141.915,Length8_Stiffnessindex8_StrengthclassC30_CCHeight145_GH_Print.png
3,16,C30,145,2.510666,2.511,Length3_Stiffnessindex16_StrengthclassC30_CCHeight145_GH_Print.png
4,16,C30,145,7.553568,7.556,Length4_Stiffnessindex16_StrengthclassC30_CCHeight145_GH_Print.png
5,16,C30,145,18.010367,18.015,Length5_Stiffnessindex16_StrengthclassC30_CCHeight145_GH_Print.png
6,16,C30,145,36.860862,36.871,Length6_Stiffnessindex16_StrengthclassC30_CCHeight145_GH_Print.png
7,16,C30,145,67.747031,67.766,Length7_Stiffnessindex16_StrengthclassC30_CCHeight145_GH_Print.png
8,16,C30,145,114.97303,115.005,Length8_Stiffnessindex16_StrengthclassC30_CCHeight145_GH_Print.png
3,27,C30,145,2.236963,2.238,Length3_Stiffnessindex27_StrengthclassC30_CCHeight145_GH_Print.png
4,27,C30,145,6.688534,6.69,Length4_Stiffnessindex27_StrengthclassC30_CCHeight145_GH_Print.png
5,27,C30,145,15.898468,15.903,Length5_Stiffnessindex27_StrengthclassC30_CCHeight145_GH_Print.png
6,27,C30,145,32.481627,32.491,Length6_Stiffnessindex27_StrengthclassC30_CCHeight145_GH_Print.png
7,27,C30,145,59.633958,59.652,Length7_Stiffnessindex27_StrengthclassC30_CCHeight145_GH_Print.png
8,27,C30,145,101.132484,101.162,Length8_Stiffnessindex27_StrengthclassC30_CCHeight145_GH_Print.png
3,43,C30,145,2.086938,2.088,Length3_Stiffnessindex43_StrengthclassC30_CCHeight145_GH_Print.png
4,43,C30,145,6.214379,6.216,Length4_Stiffnessindex43_StrengthclassC30_CCHeight145_GH_Print.png
5,43,C30,145,14.740863,14.745,Length5_Stiffnessindex43_StrengthclassC30_CCHeight145_GH_Print.png
6,43,C30,145,30.081218,30.09,Length6_Stiffnessindex43_StrengthclassC30_CCHeight145_GH_Print.png
7,43,C30,145,55.186903,55.204,Length7_Stiffnessindex43_StrengthclassC30_CCHeight145_GH_Print.png
8,43,C30,145,93.546006,93.575,Length8_Stiffnessindex43_StrengthclassC30_CCHeight145_GH_Print.png
3,64,C30,145,1.999217,2,Length3_Stiffnessindex64_StrengthclassC30_CCHeight145_GH_Print.png
4,64,C30,145,5.937139,5.939,Length4_Stiffnessindex64_StrengthclassC30_CCHeight145_GH_Print.png
5,64,C30,145,14.064005,14.068,Length5_Stiffnessindex64_StrengthclassC30_CCHeight145_GH_Print.png
6,64,C30,145,28.677686,28.687,Length6_Stiffnessindex64_StrengthclassC30_CCHeight145_GH_Print.png
7,64,C30,145,52.586687,52.603,Length7_Stiffnessindex64_StrengthclassC30_CCHeight145_GH_Print.png
8,64,C30,145,89.110152,89.138,Length8_Stiffnessindex64_StrengthclassC30_CCHeight145_GH_Print.png
3,0,C45,145,6.369134,6.37,Length3_Stiffnessindex0_StrengthclassC45_CCHeight145_GH_Print.png
4,0,C45,145,19.825322,19.829,Length4_Stiffnessindex0_StrengthclassC45_CCHeight145_GH_Print.png
5,0,C45,145,48.057813,48.067,Length5_Stiffnessindex0_StrengthclassC45_CCHeight145_GH_Print.png
6,0,C45,145,99.265365,99.285,Length6_Stiffnessindex0_StrengthclassC45_CCHeight145_GH_Print.png
7,0,C45,145,183.468684,183.505,Length7_Stiffnessindex0_StrengthclassC45_CCHeight145_GH_Print.png
8,0,C45,145,312.51042,312.572,Length8_Stiffnessindex0_StrengthclassC45_CCHeight145_GH_Print.png
3,1,C45,145,4.729327,4.73,Length3_Stiffnessindex1_StrengthclassC45_CCHeight145_GH_Print.png
4,1,C45,145,14.642722,14.646,Length4_Stiffnessindex1_StrengthclassC45_CCHeight145_GH_Print.png
5,1,C45,145,35.404981,35.413,Length5_Stiffnessindex1_StrengthclassC45_CCHeight145_GH_Print.png
6,1,C45,145,73.028453,73.044,Length6_Stiffnessindex1_StrengthclassC45_CCHeight145_GH_Print.png
7,1,C45,145,134.861564,134.89,Length7_Stiffnessindex1_StrengthclassC45_CCHeight145_GH_Print.png
8,1,C45,145,229.58882,229.637,Length8_Stiffnessindex1_StrengthclassC45_CCHeight145_GH_Print.png
3,3,C45,145,3.280196,3.281,Length3_Stiffnessindex3_StrengthclassC45_CCHeight145_GH_Print.png
4,3,C45,145,10.06275,10.065,Length4_Stiffnessindex3_StrengthclassC45_CCHeight145_GH_Print.png
5,3,C45,145,24.223408,24.229,Length5_Stiffnessindex3_StrengthclassC45_CCHeight145_GH_Print.png
6,3,C45,145,49.842344,49.854,Length6_Stiffnessindex3_StrengthclassC45_CCHeight145_GH_Print.png
7,3,C45,145,91.906436,91.928,Length7_Stiffnessindex3_StrengthclassC45_CCHeight145_GH_Print.png
8,3,C45,145,156.309267,156.346,Length8_Stiffnessindex3_StrengthclassC45_CCHeight145_GH_Print.png
3,8,C45,145,2.433598,2.434,Length3_Stiffnessindex8_StrengthclassC45_CCHeight145_GH_Print.png
4,8,C45,145,7.387082,7.389,Length4_Stiffnessindex8_StrengthclassC45_CCHeight145_GH_Print.png
5,8,C45,145,17.691016,17.696,Length5_Stiffnessindex8_StrengthclassC45_CCHeight145_GH_Print.png
6,8,C45,145,36.296775,36.306,Length6_Stiffnessindex8_StrengthclassC45_CCHeight145_GH_Print.png
7,8,C45,145,66.811597,66.829,Length7_Stiffnessindex8_StrengthclassC45_CCHeight145_GH_Print.png
8,8,C45,145,113.498581,113.528,Length8_Stiffnessindex8_StrengthclassC45_CCHeight145_GH_Print.png
3,16,C45,145,2.007946,2.008,Length3_Stiffnessindex16_StrengthclassC45_CCHeight145_GH_Print.png
4,16,C45,145,6.041811,6.043,Length4_Stiffnessindex16_StrengthclassC45_CCHeight145_GH_Print.png
5,16,C45,145,14.406664,14.411,Length5_Stiffnessindex16_StrengthclassC45_CCHeight145_GH_Print.png
6,16,C45,145,29.486343,29.495,Length6_Stiffnessindex16_StrengthclassC45_CCHeight145_GH_Print.png
7,16,C45,145,54.19443,54.21,Length7_Stiffnessindex16_StrengthclassC45_CCHeight145_GH_Print.png
8,16,C45,145,91.974251,92,Length8_Stiffnessindex16_StrengthclassC45_CCHeight145_GH_Print.png
3,27,C45,145,1.788984,1.789,Length3_Stiffnessindex27_StrengthclassC45_CCHeight145_GH_Print.png
4,27,C45,145,5.349784,5.351,Length4_Stiffnessindex27_StrengthclassC45_CCHeight145_GH_Print.png
5,27,C45,145,12.717144,12.721,Length5_Stiffnessindex27_StrengthclassC45_CCHeight145_GH_Print.png
6,27,C45,145,25.982954,25.991,Length6_Stiffnessindex27_StrengthclassC45_CCHeight145_GH_Print.png
7,27,C45,145,47.703971,47.718,Length7_Stiffnessindex27_StrengthclassC45_CCHeight145_GH_Print.png
8,27,C45,145,80.901814,80.926,Length8_Stiffnessindex27_StrengthclassC45_CCHeight145_GH_Print.png
3,43,C45,145,1.668963,1.669,Length3_Stiffnessindex43_StrengthclassC45_CCHeight145_GH_Print.png
4,43,C45,145,4.97046,4.972,Length4_Stiffnessindex43_StrengthclassC45_CCHeight145_GH_Print.png
5,43,C45,145,11.79106,11.795,Length5_Stiffnessindex43_StrengthclassC45_CCHeight145_GH_Print.png
6,43,C45,145,24.062627,24.07,Length6_Stiffnessindex43_StrengthclassC45_CCHeight145_GH_Print.png
7,43,C45,145,44.146328,44.16,Length7_Stiffnessindex43_StrengthclassC45_CCHeight145_GH_Print.png
8,43,C45,145,74.832632,74.856,Length8_Stiffnessindex43_StrengthclassC45_CCHeight145_GH_Print.png
3,64,C45,145,1.598787,1.599,Length3_Stiffnessindex64_StrengthclassC45_CCHeight145_GH_Print.png
4,64,C45,145,4.748668,4.75,Length4_Stiffnessindex64_StrengthclassC45_CCHeight145_GH_Print.png
5,64,C45,145,11.249574,11.253,Length5_Stiffnessindex64_StrengthclassC45_CCHeight145_GH_Print.png
6,64,C45,145,22.939802,22.947,Length6_Stiffnessindex64_StrengthclassC45_CCHeight145_GH_Print.png
7,64,C45,145,42.066155,42.079,Length7_Stiffnessindex64_StrengthclassC45_CCHeight145_GH_Print.png
8,64,C45,145,71.283948,71.306,Length8_Stiffnessindex64_StrengthclassC45_CCHeight145_GH_Print.png
3,0,C14,170,8.577358,8.579,Length3_Stiffnessindex0_StrengthclassC14_CCHeight170_GH_Print.png
4,0,C14,170,26.554217,26.56,Length4_Stiffnessindex0_StrengthclassC14_CCHeight170_GH_Print.png
5,0,C14,170,64.203065,64.216,Length5_Stiffnessindex0_StrengthclassC14_CCHeight170_GH_Print.png
6,0,C14,170,132.425712,132.452,Length6_Stiffnessindex0_StrengthclassC14_CCHeight170_GH_Print.png
7,0,C14,170,244.546591,244.595,Length7_Stiffnessindex0_StrengthclassC14_CCHeight170_GH_Print.png
8,0,C14,170,416.312759,416.394,Length8_Stiffnessindex0_StrengthclassC14_CCHeight170_GH_Print.png
3,1,C14,170,6.396923,6.398,Length3_Stiffnessindex1_StrengthclassC14_CCHeight170_GH_Print.png
4,1,C14,170,19.662964,19.667,Length4_Stiffnessindex1_StrengthclassC14_CCHeight170_GH_Print.png
5,1,C14,170,47.378719,47.389,Length5_Stiffnessindex1_StrengthclassC14_CCHeight170_GH_Print.png
6,1,C14,170,97.538747,97.559,Length6_Stiffnessindex1_StrengthclassC14_CCHeight170_GH_Print.png
7,1,C14,170,179.914182,179.952,Length7_Stiffnessindex1_StrengthclassC14_CCHeight170_GH_Print.png
8,1,C14,170,306.052722,306.117,Length8_Stiffnessindex1_StrengthclassC14_CCHeight170_GH_Print.png
3,3,C14,170,4.470027,4.471,Length3_Stiffnessindex3_StrengthclassC14_CCHeight170_GH_Print.png
4,3,C14,170,13.57302,13.576,Length4_Stiffnessindex3_StrengthclassC14_CCHeight170_GH_Print.png
5,3,C14,170,32.510691,32.518,Length5_Stiffnessindex3_StrengthclassC14_CCHeight170_GH_Print.png
6,3,C14,170,66.708407,66.724,Length6_Stiffnessindex3_StrengthclassC14_CCHeight170_GH_Print.png
7,3,C14,170,122.797169,122.826,Length7_Stiffnessindex3_StrengthclassC14_CCHeight170_GH_Print.png
8,3,C14,170,208.61362,208.662,Length8_Stiffnessindex3_StrengthclassC14_CCHeight170_GH_Print.png
3,8,C14,170,3.344314,3.345,Length3_Stiffnessindex8_StrengthclassC14_CCHeight170_GH_Print.png
4,8,C14,170,10.015211,10.018,Length4_Stiffnessindex8_StrengthclassC14_CCHeight170_GH_Print.png
5,8,C14,170,23.824634,23.831,Length5_Stiffnessindex8_StrengthclassC14_CCHeight170_GH_Print.png
6,8,C14,170,48.696997,48.71,Length6_Stiffnessindex8_StrengthclassC14_CCHeight170_GH_Print.png
7,8,C14,170,89.428809,89.452,Length7_Stiffnessindex8_StrengthclassC14_CCHeight170_GH_Print.png
8,8,C14,170,151.688671,151.728,Length8_Stiffnessindex8_StrengthclassC14_CCHeight170_GH_Print.png
3,16,C14,170,2.778328,2.779,Length3_Stiffnessindex16_StrengthclassC14_CCHeight170_GH_Print.png
4,16,C14,170,8.226418,8.229,Length4_Stiffnessindex16_StrengthclassC14_CCHeight170_GH_Print.png
5,16,C14,170,19.457463,19.463,Length5_Stiffnessindex16_StrengthclassC14_CCHeight170_GH_Print.png
6,16,C14,170,39.641232,39.652,Length6_Stiffnessindex16_StrengthclassC14_CCHeight170_GH_Print.png
7,16,C14,170,72.651886,72.672,Length7_Stiffnessindex16_StrengthclassC14_CCHeight170_GH_Print.png
8,16,C14,170,123.067981,123.102,Length8_Stiffnessindex16_StrengthclassC14_CCHeight170_GH_Print.png
3,27,C14,170,2.487177,2.488,Length3_Stiffnessindex27_StrengthclassC14_CCHeight170_GH_Print.png
4,27,C14,170,7.306236,7.308,Length4_Stiffnessindex27_StrengthclassC14_CCHeight170_GH_Print.png
5,27,C14,170,17.210925,17.216,Length5_Stiffnessindex27_StrengthclassC14_CCHeight170_GH_Print.png
6,27,C14,170,34.982811,34.993,Length6_Stiffnessindex27_StrengthclassC14_CCHeight170_GH_Print.png
7,27,C14,170,64.021586,64.04,Length7_Stiffnessindex27_StrengthclassC14_CCHeight170_GH_Print.png
8,27,C14,170,108.34507,108.377,Length8_Stiffnessindex27_StrengthclassC14_CCHeight170_GH_Print.png
3,43,C14,170,2.327587,2.328,Length3_Stiffnessindex43_StrengthclassC14_CCHeight170_GH_Print.png
4,43,C14,170,6.801853,6.804,Length4_Stiffnessindex43_StrengthclassC14_CCHeight170_GH_Print.png
5,43,C14,170,15.97952,15.984,Length5_Stiffnessindex43_StrengthclassC14_CCHeight170_GH_Print.png
6,43,C14,170,32.42937,32.439,Length6_Stiffnessindex43_StrengthclassC14_CCHeight170_GH_Print.png
7,43,C14,170,59.291023,59.309,Length7_Stiffnessindex43_StrengthclassC14_CCHeight170_GH_Print.png
8,43,C14,170,100.274938,100.306,Length8_Stiffnessindex43_StrengthclassC14_CCHeight170_GH_Print.png
3,64,C14,170,2.234274,2.235,Length3_Stiffnessindex64_StrengthclassC14_CCHeight170_GH_Print.png
4,64,C14,170,6.506937,6.509,Length4_Stiffnessindex64_StrengthclassC14_CCHeight170_GH_Print.png
5,64,C14,170,15.259512,15.264,Length5_Stiffnessindex64_StrengthclassC14_CCHeight170_GH_Print.png
6,64,C14,170,30.93636,30.946,Length6_Stiffnessindex64_StrengthclassC14_CCHeight170_GH_Print.png
7,64,C14,170,56.525037,56.543,Length7_Stiffnessindex64_StrengthclassC14_CCHeight170_GH_Print.png
8,64,C14,170,95.556289,95.586,Length8_Stiffnessindex64_StrengthclassC14_CCHeight170_GH_Print.png
3,0,C18,170,6.674461,6.676,Length3_Stiffnessindex0_StrengthclassC18_CCHeight170_GH_Print.png
4,0,C18,170,20.658937,20.663,Length4_Stiffnessindex0_StrengthclassC18_CCHeight170_GH_Print.png
5,0,C18,170,49.944558,49.955,Length5_Stiffnessindex0_StrengthclassC18_CCHeight170_GH_Print.png
6,0,C18,170,103.010506,103.031,Length6_Stiffnessindex0_StrengthclassC18_CCHeight170_GH_Print.png
7,0,C18,170,190.220232,190.258,Length7_Stiffnessindex0_StrengthclassC18_CCHeight170_GH_Print.png
8,0,C18,170,323.821444,323.885,Length8_Stiffnessindex0_StrengthclassC18_CCHeight170_GH_Print.png
3,1,C18,170,4.978567,4.98,Length3_Stiffnessindex1_StrengthclassC18_CCHeight170_GH_Print.png
4,1,C18,170,15.299075,15.302,Length4_Stiffnessindex1_StrengthclassC18_CCHeight170_GH_Print.png
5,1,C18,170,36.858955,36.867,Length5_Stiffnessindex1_StrengthclassC18_CCHeight170_GH_Print.png
6,1,C18,170,75.8762,75.892,Length6_Stiffnessindex1_StrengthclassC18_CCHeight170_GH_Print.png
7,1,C18,170,139.95058,139.98,Length7_Stiffnessindex1_StrengthclassC18_CCHeight170_GH_Print.png
8,1,C18,170,238.063638,238.114,Length8_Stiffnessindex1_StrengthclassC18_CCHeight170_GH_Print.png
3,3,C18,170,3.47987,3.481,Length3_Stiffnessindex3_StrengthclassC18_CCHeight170_GH_Print.png
4,3,C18,170,10.562452,10.565,Length4_Stiffnessindex3_StrengthclassC18_CCHeight170_GH_Print.png
5,3,C18,170,25.294934,25.301,Length5_Stiffnessindex3_StrengthclassC18_CCHeight170_GH_Print.png
6,3,C18,170,51.897046,51.909,Length6_Stiffnessindex3_StrengthclassC18_CCHeight170_GH_Print.png
7,3,C18,170,95.526237,95.549,Length7_Stiffnessindex3_StrengthclassC18_CCHeight170_GH_Print.png
8,3,C18,170,162.277669,162.315,Length8_Stiffnessindex3_StrengthclassC18_CCHeight170_GH_Print.png
3,8,C18,170,2.604315,2.605,Length3_Stiffnessindex8_StrengthclassC18_CCHeight170_GH_Print.png
4,8,C18,170,7.795267,7.797,Length4_Stiffnessindex8_StrengthclassC18_CCHeight170_GH_Print.png
5,8,C18,170,18.539111,18.544,Length5_Stiffnessindex8_StrengthclassC18_CCHeight170_GH_Print.png
6,8,C18,170,37.888172,37.898,Length6_Stiffnessindex8_StrengthclassC18_CCHeight170_GH_Print.png
7,8,C18,170,69.573068,69.591,Length7_Stiffnessindex8_StrengthclassC18_CCHeight170_GH_Print.png
8,8,C18,170,118.002709,118.033,Length8_Stiffnessindex8_StrengthclassC18_CCHeight170_GH_Print.png
3,16,C18,170,2.164105,2.165,Length3_Stiffnessindex16_StrengthclassC18_CCHeight170_GH_Print.png
4,16,C18,170,6.403983,6.406,Length4_Stiffnessindex16_StrengthclassC18_CCHeight170_GH_Print.png
5,16,C18,170,15.142423,15.147,Length5_Stiffnessindex16_StrengthclassC18_CCHeight170_GH_Print.png
6,16,C18,170,30.844799,30.853,Length6_Stiffnessindex16_StrengthclassC18_CCHeight170_GH_Print.png
7,16,C18,170,56.52435,56.54,Length7_Stiffnessindex16_StrengthclassC18_CCHeight170_GH_Print.png
8,16,C18,170,95.742172,95.769,Length8_Stiffnessindex16_StrengthclassC18_CCHeight170_GH_Print.png
3,27,C18,170,1.937654,1.938,Length3_Stiffnessindex27_StrengthclassC18_CCHeight170_GH_Print.png
4,27,C18,170,5.688286,5.69,Length4_Stiffnessindex27_StrengthclassC18_CCHeight170_GH_Print.png
5,27,C18,170,13.395115,13.399,Length5_Stiffnessindex27_StrengthclassC18_CCHeight170_GH_Print.png
6,27,C18,170,27.221583,27.23,Length6_Stiffnessindex27_StrengthclassC18_CCHeight170_GH_Print.png
7,27,C18,170,49.811894,49.827,Length7_Stiffnessindex27_StrengthclassC18_CCHeight170_GH_Print.png
8,27,C18,170,84.29102,84.316,Length8_Stiffnessindex27_StrengthclassC18_CCHeight170_GH_Print.png
3,43,C18,170,1.813528,1.814,Length3_Stiffnessindex43_StrengthclassC18_CCHeight170_GH_Print.png
4,43,C18,170,5.295988,5.298,Length4_Stiffnessindex43_StrengthclassC18_CCHeight170_GH_Print.png
5,43,C18,170,12.437356,12.441,Length5_Stiffnessindex43_StrengthclassC18_CCHeight170_GH_Print.png
6,43,C18,170,25.235574,25.243,Length6_Stiffnessindex43_StrengthclassC18_CCHeight170_GH_Print.png
7,43,C18,170,46.132567,46.147,Length7_Stiffnessindex43_StrengthclassC18_CCHeight170_GH_Print.png
8,43,C18,170,78.01425,78.038,Length8_Stiffnessindex43_StrengthclassC18_CCHeight170_GH_Print.png
3,64,C18,170,1.740951,1.741,Length3_Stiffnessindex64_StrengthclassC18_CCHeight170_GH_Print.png
4,64,C18,170,5.066609,5.068,Length4_Stiffnessindex64_StrengthclassC18_CCHeight170_GH_Print.png
5,64,C18,170,11.87735,11.881,Length5_Stiffnessindex64_StrengthclassC18_CCHeight170_GH_Print.png
6,64,C18,170,24.074344,24.082,Length6_Stiffnessindex64_StrengthclassC18_CCHeight170_GH_Print.png
7,64,C18,170,43.981245,43.995,Length7_Stiffnessindex64_StrengthclassC18_CCHeight170_GH_Print.png
8,64,C18,170,74.344189,74.367,Length8_Stiffnessindex64_StrengthclassC18_CCHeight170_GH_Print.png
3,0,C22,170,6.003514,6.005,Length3_Stiffnessindex0_StrengthclassC22_CCHeight170_GH_Print.png
4,0,C22,170,18.58682,18.591,Length4_Stiffnessindex0_StrengthclassC22_CCHeight170_GH_Print.png
5,0,C22,170,44.940377,44.949,Length5_Stiffnessindex0_StrengthclassC22_CCHeight170_GH_Print.png
6,0,C22,170,92.695453,92.714,Length6_Stiffnessindex0_StrengthclassC22_CCHeight170_GH_Print.png
7,0,C22,170,171.179148,171.213,Length7_Stiffnessindex0_StrengthclassC22_CCHeight170_GH_Print.png
8,0,C22,170,291.414405,291.472,Length8_Stiffnessindex0_StrengthclassC22_CCHeight170_GH_Print.png
3,1,C22,170,4.47721,4.478,Length3_Stiffnessindex1_StrengthclassC22_CCHeight170_GH_Print.png
4,1,C22,170,13.762943,13.766,Length4_Stiffnessindex1_StrengthclassC22_CCHeight170_GH_Print.png
5,1,C22,170,33.163335,33.17,Length5_Stiffnessindex1_StrengthclassC22_CCHeight170_GH_Print.png
6,1,C22,170,68.274577,68.289,Length6_Stiffnessindex1_StrengthclassC22_CCHeight170_GH_Print.png
7,1,C22,170,125.936462,125.963,Length7_Stiffnessindex1_StrengthclassC22_CCHeight170_GH_Print.png
8,1,C22,170,214.232379,214.278,Length8_Stiffnessindex1_StrengthclassC22_CCHeight170_GH_Print.png
3,3,C22,170,3.128382,3.129,Length3_Stiffnessindex3_StrengthclassC22_CCHeight170_GH_Print.png
4,3,C22,170,9.499983,9.502,Length4_Stiffnessindex3_StrengthclassC22_CCHeight170_GH_Print.png
5,3,C22,170,22.755716,22.761,Length5_Stiffnessindex3_StrengthclassC22_CCHeight170_GH_Print.png
6,3,C22,170,46.693339,46.704,Length6_Stiffnessindex3_StrengthclassC22_CCHeight170_GH_Print.png
7,3,C22,170,85.954553,85.975,Length7_Stiffnessindex3_StrengthclassC22_CCHeight170_GH_Print.png
8,3,C22,170,146.025008,146.059,Length8_Stiffnessindex3_StrengthclassC22_CCHeight170_GH_Print.png
3,8,C22,170,2.340383,2.341,Length3_Stiffnessindex8_StrengthclassC22_CCHeight170_GH_Print.png
4,8,C22,170,7.009516,7.011,Length4_Stiffnessindex8_StrengthclassC22_CCHeight170_GH_Print.png
