Iter,Loss
1.0000e+02,7.2665e+02
2.0000e+02,7.1388e+02
3.0000e+02,6.9665e+02
4.0000e+02,6.7912e+02
5.0000e+02,6.6377e+02
6.0000e+02,6.5118e+02
7.0000e+02,6.4082e+02
8.0000e+02,6.3172e+02
9.0000e+02,6.2337e+02
1.0000e+03,6.1555e+02
1.1000e+03,6.0814e+02
1.2000e+03,6.0103e+02
1.3000e+03,5.9416e+02
1.4000e+03,5.8749e+02
1.5000e+03,5.8097e+02
1.6000e+03,5.7459e+02
1.7000e+03,5.6833e+02
1.8000e+03,5.6216e+02
1.9000e+03,5.5608e+02
2.0000e+03,5.5005e+02
2.1000e+03,5.4406e+02
2.2000e+03,5.3811e+02
2.3000e+03,5.3220e+02
2.4000e+03,5.2637e+02
2.5000e+03,5.2063e+02
2.6000e+03,5.1499e+02
2.7000e+03,5.0942e+02
2.8000e+03,5.0393e+02
2.9000e+03,4.9850e+02
3.0000e+03,4.9314e+02
3.1000e+03,4.8784e+02
3.2000e+03,4.8261e+02
3.3000e+03,4.7743e+02
3.4000e+03,4.7232e+02
3.5000e+03,4.6726e+02
3.6000e+03,4.6226e+02
3.7000e+03,4.5731e+02
3.8000e+03,4.5242e+02
3.9000e+03,4.4758e+02
4.0000e+03,4.4280e+02
4.1000e+03,4.3806e+02
4.2000e+03,4.3338e+02
4.3000e+03,4.2875e+02
4.4000e+03,4.2416e+02
4.5000e+03,4.1962e+02
4.6000e+03,4.1513e+02
4.7000e+03,4.1068e+02
4.8000e+03,4.0628e+02
4.9000e+03,4.0192e+02
5.0000e+03,3.9760e+02
5.1000e+03,3.9332e+02
5.2000e+03,3.8909e+02
5.3000e+03,3.8489e+02
5.4000e+03,3.8073e+02
5.5000e+03,3.7662e+02
5.6000e+03,3.7255e+02
5.7000e+03,3.6852e+02
5.8000e+03,3.6454e+02
5.9000e+03,3.6059e+02
6.0000e+03,3.5668e+02
6.1000e+03,3.5282e+02
6.2000e+03,3.4899e+02
6.3000e+03,3.4520e+02
6.4000e+03,3.4146e+02
6.5000e+03,3.3774e+02
6.6000e+03,3.3407e+02
6.7000e+03,3.3043e+02
6.8000e+03,3.2683e+02
6.9000e+03,3.2327e+02
7.0000e+03,3.1974e+02
7.1000e+03,3.1624e+02
7.2000e+03,3.1279e+02
7.3000e+03,3.0936e+02
7.4000e+03,3.0597e+02
7.5000e+03,3.0261e+02
7.6000e+03,2.9929e+02
