Iter,Loss
1.0000e+02,7.0107e+02
2.0000e+02,6.8050e+02
3.0000e+02,6.4341e+02
4.0000e+02,6.1180e+02
5.0000e+02,5.8864e+02
6.0000e+02,5.6911e+02
7.0000e+02,5.5158e+02
8.0000e+02,5.3529e+02
9.0000e+02,5.1991e+02
1.0000e+03,5.0529e+02
1.1000e+03,4.9134e+02
1.2000e+03,4.7798e+02
1.3000e+03,4.6513e+02
1.4000e+03,4.5275e+02
1.5000e+03,4.4082e+02
1.6000e+03,4.2930e+02
1.7000e+03,4.1816e+02
1.8000e+03,4.0738e+02
1.9000e+03,3.9694e+02
2.0000e+03,3.8680e+02
2.1000e+03,3.7695e+02
2.2000e+03,3.6737e+02
2.3000e+03,3.5806e+02
2.4000e+03,3.4899e+02
2.5000e+03,3.4016e+02
2.6000e+03,3.3155e+02
2.7000e+03,3.2312e+02
2.8000e+03,3.1483e+02
2.9000e+03,3.0671e+02
3.0000e+03,2.9880e+02
3.1000e+03,2.9111e+02
3.2000e+03,2.8362e+02
3.3000e+03,2.7632e+02
3.4000e+03,2.6920e+02
3.5000e+03,2.6224e+02
3.6000e+03,2.5545e+02
3.7000e+03,2.4880e+02
3.8000e+03,2.4228e+02
3.9000e+03,2.3590e+02
4.0000e+03,2.2967e+02
4.1000e+03,2.2356e+02
4.2000e+03,2.1758e+02
4.3000e+03,2.1172e+02
4.4000e+03,2.0600e+02
4.5000e+03,2.0041e+02
4.6000e+03,1.9497e+02
4.7000e+03,1.8966e+02
4.8000e+03,1.8447e+02
4.9000e+03,1.7941e+02
5.0000e+03,1.7447e+02
5.1000e+03,1.6965e+02
5.2000e+03,1.6493e+02
5.3000e+03,1.6027e+02
5.4000e+03,1.5573e+02
5.5000e+03,1.5133e+02
5.6000e+03,1.4706e+02
5.7000e+03,1.4290e+02
5.8000e+03,1.3885e+02
5.9000e+03,1.3490e+02
6.0000e+03,1.3104e+02
6.1000e+03,1.2728e+02
6.2000e+03,1.2360e+02
6.3000e+03,1.2001e+02
6.4000e+03,1.1651e+02
6.5000e+03,1.1310e+02
6.6000e+03,1.0977e+02
6.7000e+03,1.0653e+02
6.8000e+03,1.0337e+02
6.9000e+03,1.0029e+02
7.0000e+03,9.7284e+01
7.1000e+03,9.4358e+01
7.2000e+03,9.1504e+01
7.3000e+03,8.8717e+01
7.4000e+03,8.5992e+01
7.5000e+03,8.3338e+01
7.6000e+03,8.0760e+01
7.7000e+03,7.8255e+01
7.8000e+03,7.5818e+01
7.9000e+03,7.3449e+01
8.0000e+03,7.1145e+01
8.1000e+03,6.8904e+01
8.2000e+03,6.6724e+01
8.3000e+03,6.4605e+01
8.4000e+03,6.2543e+01
8.5000e+03,6.0538e+01
8.6000e+03,5.8588e+01
8.7000e+03,5.6692e+01
8.8000e+03,5.4848e+01
8.9000e+03,5.3056e+01
9.0000e+03,5.1314e+01
9.1000e+03,4.9621e+01
9.2000e+03,4.7975e+01
9.3000e+03,4.6375e+01
9.4000e+03,4.4822e+01
9.5000e+03,4.3313e+01
9.6000e+03,4.1848e+01
9.7000e+03,4.0426e+01
9.8000e+03,3.9047e+01
9.9000e+03,3.7710e+01
1.0000e+04,3.6414e+01
1.0100e+04,3.5157e+01
1.0200e+04,3.3939e+01
1.0300e+04,3.2758e+01
1.0400e+04,3.1613e+01
1.0500e+04,3.0501e+01
1.0600e+04,2.9419e+01
1.0700e+04,2.8363e+01
1.0800e+04,2.7333e+01
1.0900e+04,2.6325e+01
1.1000e+04,2.5341e+01
1.1100e+04,2.4384e+01
1.1200e+04,2.3459e+01
1.1300e+04,2.2565e+01
1.1400e+04,2.1702e+01
1.1500e+04,2.0869e+01
1.1600e+04,2.0064e+01
1.1700e+04,1.9287e+01
1.1800e+04,1.8535e+01
1.1900e+04,1.7810e+01
1.2000e+04,1.7109e+01
1.2100e+04,1.6433e+01
1.2200e+04,1.5780e+01
1.2300e+04,1.5149e+01
1.2400e+04,1.4542e+01
1.2500e+04,1.3955e+01
1.2600e+04,1.3390e+01
1.2700e+04,1.2845e+01
1.2800e+04,1.2319e+01
1.2900e+04,1.1813e+01
1.3000e+04,1.1326e+01
1.3100e+04,1.0856e+01
1.3200e+04,1.0404e+01
1.3300e+04,9.9696e+00
1.3400e+04,9.5514e+00
1.3500e+04,9.1493e+00
1.3600e+04,8.7627e+00
1.3700e+04,8.3913e+00
1.3800e+04,8.0345e+00
1.3900e+04,7.6920e+00
1.4000e+04,7.3628e+00
1.4100e+04,7.0471e+00
1.4200e+04,6.7441e+00
1.4300e+04,6.4535e+00
1.4400e+04,6.1747e+00
1.4500e+04,5.9073e+00
1.4600e+04,5.6511e+00
1.4700e+04,5.4051e+00
1.4800e+04,5.1695e+00
1.4900e+04,4.9436e+00
1.5000e+04,4.7271e+00
1.5100e+04,4.5196e+00
1.5200e+04,4.3206e+00
1.5300e+04,4.1299e+00
1.5400e+04,3.9472e+00
1.5500e+04,3.7720e+00
1.5600e+04,3.6042e+00
1.5700e+04,3.4431e+00
1.5800e+04,3.2889e+00
1.5900e+04,3.1420e+00
1.6000e+04,2.9994e+00
1.6100e+04,2.8636e+00
1.6200e+04,2.7334e+00
1.6300e+04,2.6087e+00
1.6400e+04,2.4893e+00
1.6500e+04,2.3748e+00
1.6600e+04,2.2652e+00
1.6700e+04,2.1603e+00
1.6800e+04,2.0599e+00
1.6900e+04,1.9638e+00
1.7000e+04,1.8717e+00
1.7100e+04,1.7837e+00
1.7200e+04,1.6995e+00
1.7300e+04,1.6192e+00
1.7400e+04,1.5422e+00
1.7500e+04,1.4689e+00
1.7600e+04,1.3986e+00
1.7700e+04,1.3317e+00
1.7800e+04,1.2678e+00
1.7900e+04,1.2068e+00
1.8000e+04,1.1487e+00
1.8100e+04,1.0932e+00
1.8200e+04,1.0404e+00
1.8300e+04,9.9005e-01
1.8400e+04,9.4213e-01
1.8500e+04,8.9651e-01
1.8600e+04,8.5319e-01
1.8700e+04,8.1179e-01
1.8800e+04,7.7253e-01
1.8900e+04,7.3522e-01
1.9000e+04,6.9991e-01
1.9100e+04,6.6614e-01
1.9200e+04,6.3422e-01
1.9300e+04,6.0386e-01
1.9400e+04,5.7511e-01
1.9500e+04,5.4788e-01
1.9600e+04,5.2205e-01
1.9700e+04,4.9760e-01
1.9800e+04,4.7448e-01
1.9900e+04,4.5255e-01
2.0000e+04,4.3183e-01
2.0100e+04,4.1225e-01
2.0200e+04,3.9371e-01
2.0300e+04,3.7620e-01
2.0400e+04,3.5966e-01
2.0500e+04,3.4404e-01
2.0600e+04,3.2930e-01
2.0700e+04,3.1570e-01
2.0800e+04,3.0226e-01
2.0900e+04,2.9011e-01
2.1000e+04,2.7818e-01
2.1100e+04,2.6716e-01
2.1200e+04,2.5679e-01
2.1300e+04,2.4696e-01
2.1400e+04,2.3774e-01
2.1500e+04,2.2900e-01
2.1600e+04,2.2080e-01
2.1700e+04,2.1305e-01
2.1800e+04,2.0575e-01
2.1900e+04,1.9902e-01
2.2000e+04,1.9267e-01
2.2100e+04,1.8623e-01
2.2200e+04,1.8045e-01
2.2300e+04,1.7503e-01
2.2400e+04,1.6986e-01
2.2500e+04,1.6501e-01
2.2600e+04,1.6045e-01
2.2700e+04,1.5611e-01
