Iter,Loss
8.3000e+03,3.9941e+01
8.4000e+03,3.8370e+01
8.5000e+03,3.6860e+01
8.6000e+03,3.5407e+01
8.7000e+03,3.4005e+01
8.8000e+03,3.2659e+01
8.9000e+03,3.1365e+01
9.0000e+03,3.0119e+01
9.1000e+03,2.8916e+01
9.2000e+03,2.7754e+01
9.3000e+03,2.6630e+01
9.4000e+03,2.5542e+01
9.5000e+03,2.4489e+01
9.6000e+03,2.3470e+01
9.7000e+03,2.2483e+01
9.8000e+03,2.1525e+01
9.9000e+03,2.0602e+01
1.0000e+04,1.9718e+01
1.0100e+04,1.8871e+01
1.0200e+04,1.8057e+01
1.0300e+04,1.7275e+01
1.0400e+04,1.6523e+01
1.0500e+04,1.5800e+01
1.0600e+04,1.5102e+01
1.0700e+04,1.4426e+01
1.0800e+04,1.3763e+01
1.0900e+04,1.3116e+01
1.1000e+04,1.2502e+01
1.1100e+04,1.1919e+01
1.1200e+04,1.1365e+01
1.1300e+04,1.0838e+01
1.1400e+04,1.0335e+01
1.1500e+04,9.8549e+00
1.1600e+04,9.3955e+00
1.1700e+04,8.9566e+00
1.1800e+04,8.5373e+00
1.1900e+04,8.1365e+00
1.2000e+04,7.7535e+00
1.2100e+04,7.3874e+00
1.2200e+04,7.0373e+00
1.2300e+04,6.7025e+00
1.2400e+04,6.3823e+00
1.2500e+04,6.0759e+00
1.2600e+04,5.7832e+00
1.2700e+04,5.5039e+00
1.2800e+04,5.2375e+00
1.2900e+04,4.9834e+00
1.3000e+04,4.7412e+00
1.3100e+04,4.5102e+00
1.3200e+04,4.2899e+00
1.3300e+04,4.0802e+00
1.3400e+04,3.8795e+00
1.3500e+04,3.6885e+00
1.3600e+04,3.5069e+00
1.3700e+04,3.3330e+00
1.3800e+04,3.1677e+00
1.3900e+04,3.0103e+00
1.4000e+04,2.8603e+00
1.4100e+04,2.7178e+00
1.4200e+04,2.5818e+00
1.4300e+04,2.4527e+00
1.4400e+04,2.3298e+00
1.4500e+04,2.2130e+00
1.4600e+04,2.1020e+00
1.4700e+04,1.9969e+00
1.4800e+04,1.8965e+00
1.4900e+04,1.8016e+00
1.5000e+04,1.7114e+00
1.5100e+04,1.6262e+00
1.5200e+04,1.5449e+00
1.5300e+04,1.4681e+00
1.5400e+04,1.3953e+00
1.5500e+04,1.3263e+00
1.5600e+04,1.2609e+00
1.5700e+04,1.1990e+00
1.5800e+04,1.1405e+00
1.5900e+04,1.0850e+00
1.6000e+04,1.0326e+00
1.6100e+04,9.8292e-01
1.6200e+04,9.3600e-01
1.6300e+04,8.9161e-01
1.6400e+04,8.4961e-01
1.6500e+04,8.1000e-01
1.6600e+04,7.7246e-01
1.6700e+04,7.3693e-01
1.6800e+04,7.0358e-01
1.6900e+04,6.7178e-01
1.7000e+04,6.4182e-01
1.7100e+04,6.1356e-01
1.7200e+04,5.8694e-01
1.7300e+04,5.6208e-01
1.7400e+04,5.3822e-01
1.7500e+04,5.1522e-01
1.7600e+04,4.9395e-01
1.7700e+04,4.7385e-01
1.7800e+04,4.5506e-01
1.7900e+04,4.3692e-01
