Outer fold,Inner fold,Hyperparameter,Training error,Validation error,Weighted v. error
9.000000,2.000000,14.000000,0.044162,0.032762,0.004680
9.000000,2.000000,16.000000,0.090410,0.100292,0.014327
9.000000,2.000000,20.000000,0.030190,0.059228,0.008461
9.000000,3.000000,2.000000,8.676656,6.129508,0.875644
9.000000,3.000000,8.000000,0.662131,0.197146,0.028164
9.000000,3.000000,10.000000,0.147976,0.074321,0.010617
9.000000,3.000000,12.000000,0.069804,0.048174,0.006882
9.000000,3.000000,14.000000,0.081736,0.046367,0.006624
9.000000,3.000000,16.000000,0.113082,0.056326,0.008047
9.000000,3.000000,20.000000,0.062183,0.031599,0.004514
9.000000,4.000000,2.000000,7.658599,8.335938,1.190848
9.000000,4.000000,8.000000,0.159380,0.258960,0.036994
9.000000,4.000000,10.000000,0.097025,0.228722,0.032675
9.000000,4.000000,12.000000,0.048462,0.120526,0.017218
9.000000,4.000000,14.000000,0.091486,0.316651,0.045236
9.000000,4.000000,16.000000,0.244574,0.769752,0.109965
9.000000,4.000000,20.000000,0.569324,1.479155,0.211308
9.000000,5.000000,2.000000,7.072872,8.131053,1.161579
9.000000,5.000000,8.000000,0.113743,0.143563,0.020509
9.000000,5.000000,10.000000,0.121179,0.071736,0.010248
9.000000,5.000000,12.000000,0.112912,0.090424,0.012918
9.000000,5.000000,14.000000,0.365534,0.331946,0.047421
9.000000,5.000000,16.000000,0.051442,0.082023,0.011718
9.000000,5.000000,20.000000,0.016502,0.038516,0.005502
9.000000,6.000000,2.000000,7.200272,9.183177,1.311882
9.000000,6.000000,8.000000,0.270265,0.488894,0.069842
9.000000,6.000000,10.000000,0.068530,0.102704,0.014672
9.000000,6.000000,12.000000,0.182226,0.316400,0.045200
9.000000,6.000000,14.000000,0.129685,0.279577,0.039940
9.000000,6.000000,16.000000,0.047485,0.076168,0.010881
9.000000,6.000000,20.000000,0.042550,0.089114,0.012731
